ID,LastBillAmount,LatePaymentCount,LatePaymentCharges,BillMonthlyDate,AccessoriesPaid,AvgMonthlySpend,PaymentType
6894,149.65,1,7.49,17,0.00,149.81,CC
6895,141.20,0,0.00,3,0.00,141.20,Auto
6896,83.44,4,16.69,3,28.22,84.25,ACH
6897,44.20,0,0.00,17,0.00,44.20,CC
6898,44.84,1,2.25,3,17.84,45.80,CC
6899,67.98,0,0.00,3,0.00,67.98,PP
6900,104.38,0,0.00,3,0.00,104.38,PP
6901,182.00,11,100.10,17,58.19,184.52,CK
6902,88.78,7,31.08,17,0.00,89.49,CK
6903,49.72,0,0.00,3,46.91,65.36,CK
6904,111.43,6,33.43,17,2.12,111.80,CC
6905,89.92,4,17.99,17,29.82,90.60,PP
6906,48.21,17,40.98,17,0.00,48.62,CK
6907,43.64,4,8.73,3,0.00,43.79,CC
6908,47.46,0,0.00,17,27.09,74.55,CK
6909,104.01,5,26.01,17,46.28,104.82,CC
6910,48.28,1,2.42,3,35.29,50.27,PP
6911,113.43,4,22.69,3,35.43,114.55,CC
6912,177.60,2,17.76,3,45.08,179.93,CC
6913,140.93,9,63.42,17,38.54,141.98,CC
6914,62.66,3,9.40,3,0.00,62.86,PP
6915,143.08,7,50.08,3,0.00,144.31,CK
6916,121.29,0,0.00,17,0.00,121.29,Auto
6917,129.59,19,123.12,17,28.94,131.00,CK
6918,117.76,0,0.00,17,42.48,118.91,Auto
6919,81.28,1,4.07,17,0.00,81.35,CC
6920,80.45,0,0.00,17,22.97,81.02,Auto
6921,176.27,5,44.07,17,43.92,177.22,CC
6922,117.01,4,23.41,3,45.91,118.25,CC
6923,176.09,0,0.00,3,0.00,176.09,CC
6924,87.57,6,26.28,3,0.00,87.91,CC
6925,64.85,1,3.25,17,20.24,65.12,CC
6926,221.50,20,221.50,3,0.00,223.48,CK
6927,42.54,0,0.00,17,0.00,42.54,CC
6928,101.32,0,0.00,17,43.14,106.12,CC
6929,148.93,0,0.00,17,0.00,148.93,ACH
6930,60.14,0,0.00,3,59.99,62.54,Auto
6931,177.27,0,0.00,17,0.00,177.27,CC
6932,172.20,0,0.00,3,0.00,172.20,Auto
6933,118.76,7,41.57,17,39.61,120.70,CK
6934,177.06,0,0.00,17,0.00,177.06,CC
6935,112.79,3,16.92,3,0.00,113.20,ACH
6936,178.33,0,0.00,3,0.00,178.33,Auto
6937,60.81,0,0.00,17,7.68,61.91,CC
6938,68.36,2,6.84,17,0.00,68.44,PP
6939,127.23,0,0.00,17,0.00,127.23,Auto
6940,125.28,5,31.32,3,0.00,125.77,PP
6941,46.30,1,2.32,3,0.00,46.47,CC
6942,238.30,5,59.58,3,9.01,239.27,CC
6943,87.89,0,0.00,17,49.91,90.67,CC
6944,89.09,0,0.00,3,25.78,89.40,Auto
6945,83.12,0,0.00,3,10.38,84.42,CC
6946,81.84,5,20.46,3,1.59,82.19,CC
6947,68.61,0,0.00,17,0.00,68.61,Auto
6948,125.62,9,56.53,3,0.00,126.12,CC
6949,121.44,2,12.15,3,0.00,121.84,CC
6950,118.43,0,0.00,17,0.00,118.43,CC
6951,146.40,16,117.12,3,0.00,147.69,CK
6952,66.06,0,0.00,3,0.00,66.06,Auto
6953,65.21,1,3.27,3,19.21,66.29,PP
6954,81.67,0,0.00,17,1.20,81.69,CC
6955,148.91,3,22.34,3,47.40,150.37,CC
6956,105.52,6,31.66,17,0.00,105.88,CC
6957,85.86,20,85.86,17,0.00,86.62,CK
6958,59.70,4,11.94,3,0.00,59.91,PP
6959,125.96,2,12.60,17,0.00,126.11,CC
6960,144.60,0,0.00,17,13.77,145.75,CC
6961,88.59,0,0.00,3,0.00,88.59,CC
6962,86.30,17,73.36,3,25.98,87.33,CK
6963,61.00,5,15.25,3,0.00,61.48,CK
6964,85.42,0,0.00,17,0.00,85.42,Auto
6965,66.01,0,0.00,17,0.00,66.01,Auto
6966,87.19,0,0.00,3,41.91,87.59,Auto
6967,234.30,2,23.43,17,0.00,234.64,PP
6968,64.27,2,6.43,3,0.00,64.48,CC
6969,42.99,5,10.75,3,0.00,43.14,PP
6970,121.25,9,54.57,3,0.00,121.73,CC
6971,141.17,3,21.18,17,0.00,141.61,PP
6972,117.94,6,35.39,3,0.00,118.37,PP
6973,62.00,2,6.20,3,0.00,62.20,PP
6974,108.72,0,0.00,17,42.28,110.56,Auto
6975,81.54,3,12.24,3,0.00,81.86,CC
6976,61.33,3,9.20,17,0.00,61.45,CC
6977,112.19,7,39.27,3,0.00,112.60,CC
6978,117.23,3,17.59,17,0.00,117.39,ACH
6979,80.22,1,4.02,17,0.00,80.39,CC
6980,88.17,0,0.00,3,34.11,89.66,Auto
6981,42.47,0,0.00,17,31.17,47.67,Auto
6982,113.09,0,0.00,3,0.00,113.09,Auto
6983,88.39,0,0.00,3,0.00,88.39,Auto
6984,104.46,0,0.00,17,1.20,104.64,CC
6985,174.90,0,0.00,17,1.76,175.01,CC
6986,48.82,0,0.00,3,0.00,48.82,Auto
6987,88.16,5,22.04,3,9.37,88.59,CC
6988,121.04,0,0.00,3,8.68,123.94,Auto
6989,107.00,0,0.00,3,47.98,113.86,PP
6990,83.92,0,0.00,3,0.00,83.92,Auto
6991,102.33,2,10.24,3,27.59,103.39,PP
6992,66.28,0,0.00,17,34.80,67.01,Auto
6993,48.34,0,0.00,17,52.49,51.63,CC
6994,62.04,10,31.02,17,7.61,62.68,CK
6995,102.03,0,0.00,17,0.00,102.03,CC
6996,48.44,0,0.00,3,14.90,50.57,PP
6997,107.43,0,0.00,17,0.00,107.43,Auto
6998,82.59,3,12.39,3,54.44,83.99,CC
6999,89.09,21,93.55,17,0.00,89.89,CK
7000,124.46,1,6.23,17,0.00,124.56,CC
7001,173.45,8,69.38,17,0.00,174.19,CC
7002,101.99,0,0.00,3,0.00,101.99,Auto
7003,117.44,0,0.00,3,0.00,117.44,Auto
7004,46.87,8,18.75,3,41.64,47.47,ACH
7005,104.12,3,15.62,3,0.00,104.48,CC
7006,109.19,5,27.30,3,0.00,109.61,CC
7007,177.38,1,8.87,3,21.66,178.84,CC
7008,149.80,5,37.45,3,0.00,150.39,ACH
7009,68.55,1,3.43,17,0.00,68.62,CC
7010,172.78,8,69.12,3,0.00,173.40,CC
7011,88.43,8,35.38,3,0.71,88.77,CC
7012,42.76,0,0.00,3,35.74,43.28,Auto
7013,115.52,1,5.78,17,32.53,115.84,CC
7014,62.67,0,0.00,17,0.00,62.67,Auto
7015,45.04,14,31.53,17,0.00,45.45,CK
7016,42.04,0,0.00,3,8.40,42.88,CC
7017,117.45,0,0.00,3,2.48,117.70,CC
7018,129.08,6,38.73,17,0.00,129.65,PP
7019,105.12,0,0.00,17,31.05,105.52,Auto
7020,69.53,1,3.48,3,0.00,69.80,CC
7021,84.45,14,59.12,17,0.00,85.18,CK
7022,82.60,2,8.26,3,43.59,84.60,CC
7023,124.62,0,0.00,17,47.97,129.42,Auto
7024,142.86,5,35.72,17,0.00,143.24,CC
7025,87.46,0,0.00,3,55.27,98.52,CK
7026,174.71,20,174.71,3,0.00,176.26,CK
7027,110.34,5,27.59,3,0.00,110.78,CC
7028,106.90,0,0.00,3,0.00,106.90,Auto
7029,108.87,0,0.00,17,0.00,108.87,Auto
7030,171.85,0,0.00,17,0.00,171.85,CC
7031,119.80,5,29.95,17,0.00,120.17,CC
7032,100.79,6,30.24,3,0.00,101.15,CC
7033,63.47,0,0.00,3,0.00,63.47,CC
7034,100.73,0,0.00,3,0.00,100.73,Auto
7035,44.30,0,0.00,17,0.00,44.30,Auto
7036,89.31,14,62.52,3,0.00,90.11,CK
7037,179.90,1,9.00,17,45.50,181.92,CC
7038,41.06,0,0.00,17,0.00,41.06,Auto
7039,47.31,0,0.00,3,0.00,47.31,Auto
7040,45.41,0,0.00,3,18.63,48.52,Auto
7041,109.37,12,65.63,3,0.00,110.35,CK
7042,86.87,0,0.00,3,20.29,88.72,PP
7043,115.80,5,28.95,3,0.00,116.26,CC
7044,84.61,0,0.00,3,5.60,84.94,Auto
7045,111.34,7,38.97,3,5.84,112.39,CK
7046,177.18,3,26.58,17,0.00,177.87,CC
7047,89.34,0,0.00,17,26.82,89.86,Auto
7048,42.52,0,0.00,17,33.09,45.53,Auto
7049,126.72,9,57.03,3,0.00,127.20,CC
7050,109.49,0,0.00,17,0.00,109.49,CC
7051,147.58,7,51.66,3,56.65,148.69,CC
7052,101.24,0,0.00,17,0.00,101.24,CC
7053,172.00,1,8.60,3,0.00,172.36,CC
7054,122.83,4,24.57,3,5.22,123.35,PP
7055,85.49,0,0.00,17,0.00,85.49,Auto
7056,85.89,1,4.30,17,33.59,86.65,CC
7057,105.01,2,10.51,17,0.00,105.11,ACH
7058,49.87,2,4.99,17,0.00,50.01,CC
7059,174.64,2,17.47,17,0.00,175.14,CC
7060,145.56,4,29.12,3,48.50,147.09,CC
7061,106.41,4,21.29,17,0.00,106.86,CC
7062,128.68,2,12.87,3,0.00,129.10,CC
7063,46.73,16,37.39,3,58.21,47.81,CK
7064,105.34,0,0.00,3,0.00,105.34,Auto
7065,127.54,3,19.14,3,0.00,127.94,ACH
7066,69.69,0,0.00,17,0.00,69.69,Auto
7067,178.94,4,35.79,17,26.00,181.42,CK
7068,107.90,1,5.40,3,21.38,109.02,PP
7069,170.29,5,42.58,3,0.00,170.95,CC
7070,113.70,0,0.00,17,25.26,114.72,Auto
7071,61.17,3,9.18,3,15.72,61.81,PP
7072,111.19,13,72.28,17,34.44,112.62,CK
7073,104.90,0,0.00,3,7.45,105.84,CC
7074,176.00,0,0.00,17,0.00,176.00,Auto
7075,145.93,0,0.00,3,43.70,146.54,Auto
7076,101.49,9,45.68,3,0.00,102.39,CK
7077,80.50,0,0.00,17,8.12,81.05,CC
7078,87.54,0,0.00,17,0.00,87.54,Auto
7079,87.12,0,0.00,17,0.00,87.12,Auto
7080,229.20,3,34.38,17,0.00,229.88,CC
7081,108.09,3,16.22,3,36.55,109.35,CC
7082,85.06,0,0.00,3,0.00,85.06,Auto
7083,171.90,5,42.98,3,11.01,172.75,PP
7084,149.60,0,0.00,17,0.00,149.60,PP
7085,41.75,2,4.18,17,0.00,41.87,ACH
7086,87.55,0,0.00,17,0.00,87.55,PP
7087,108.43,1,5.43,3,0.00,108.82,CC
7088,64.41,0,0.00,17,0.00,64.41,CC
7089,61.82,5,15.46,3,57.34,64.42,CK
7090,171.31,8,68.53,3,24.74,172.23,CC
7091,42.95,1,2.15,3,32.44,44.88,CC
7092,120.45,2,12.05,3,0.00,120.78,CC
7093,89.37,0,0.00,17,5.63,89.49,Auto
7094,46.22,1,2.32,17,0.00,46.30,CC
7095,171.19,0,0.00,17,0.03,171.20,CC
7096,47.60,0,0.00,3,0.00,47.60,Auto
7097,89.26,0,0.00,17,56.31,95.52,Auto
7098,116.14,1,5.81,3,9.98,116.83,CC
7099,80.42,4,16.09,17,0.00,80.58,CC
7100,87.73,0,0.00,3,6.70,91.08,CC
7101,65.08,0,0.00,17,30.38,67.42,Auto
7102,122.54,0,0.00,3,50.36,122.99,Auto
7103,68.13,1,3.41,3,0.00,68.35,CC
7104,102.01,1,5.11,3,9.77,103.37,CK
7105,87.44,0,0.00,17,0.00,87.44,CC
7106,86.67,0,0.00,17,0.00,86.67,Auto
7107,120.53,0,0.00,3,0.00,120.53,Auto
7108,84.97,0,0.00,17,0.00,84.97,CC
7109,101.90,0,0.00,17,0.00,101.90,CC
7110,104.60,1,5.23,3,0.00,104.82,CC
7111,81.10,1,4.06,17,0.00,81.26,CC
7112,105.41,7,36.90,3,35.59,106.17,CC
7113,104.60,3,15.69,3,2.08,105.06,CC
7114,106.53,0,0.00,3,53.56,108.07,Auto
7115,129.29,1,6.47,17,20.60,129.57,CC
7116,146.44,0,0.00,17,0.00,146.44,Auto
7117,117.17,0,0.00,3,0.00,117.17,Auto
7118,146.43,1,7.33,17,0.00,146.54,PP
7119,179.01,4,35.81,3,51.71,180.70,CC
7120,111.53,1,5.58,17,15.16,112.40,PP
7121,174.34,4,34.87,17,24.22,174.90,ACH
7122,165.30,10,82.65,3,0.00,166.73,CK
7123,119.22,16,95.38,3,7.37,120.37,CK
7124,179.87,0,0.00,17,5.67,180.06,ACH
7125,100.79,0,0.00,17,8.43,100.91,Auto
7126,105.59,0,0.00,17,0.00,105.59,CC
7127,103.19,1,5.16,17,0.00,103.37,CC
7128,93.30,0,0.00,3,8.06,93.38,Auto
7129,160.10,1,8.01,3,0.00,160.45,CC
7130,112.51,0,0.00,17,0.00,112.51,Auto
7131,174.90,0,0.00,3,0.00,174.90,Auto
7132,111.30,1,5.57,3,2.67,111.89,CC
7133,61.80,1,3.09,3,14.96,62.75,PP
7134,82.53,0,0.00,17,0.00,82.53,CC
7135,42.92,5,10.73,3,0.00,43.07,CC
7136,84.11,17,71.50,17,0.00,84.87,CK
7137,125.02,0,0.00,17,39.10,125.69,Auto
7138,127.63,0,0.00,17,0.00,127.63,Auto
7139,68.02,7,23.81,17,15.30,68.41,CC
7140,263.50,3,39.53,17,0.00,265.83,CK
7141,121.08,6,36.33,3,0.00,121.51,CC
7142,176.92,0,0.00,17,23.53,177.20,Auto
7143,67.35,3,10.11,17,26.53,68.01,CC
7144,216.80,1,10.84,3,54.41,219.77,CC
7145,84.76,0,0.00,17,42.19,88.60,PP
7146,170.22,0,0.00,17,0.00,170.22,Auto
7147,140.00,0,0.00,3,0.00,140.00,Auto
7148,66.60,8,26.64,3,0.00,66.84,ACH
7149,82.01,2,8.21,3,46.69,86.24,CK
7150,108.90,1,5.45,17,41.98,109.53,CC
7151,82.63,0,0.00,17,37.34,85.51,CC
7152,199.20,7,69.72,3,35.38,200.28,CC
7153,67.46,7,23.62,3,11.43,67.85,CC
7154,86.92,9,39.12,3,42.25,87.60,CC
7155,48.58,2,4.86,3,0.00,48.77,CC
7156,89.01,6,26.71,17,0.00,89.31,PP
7157,177.16,2,17.72,3,23.98,179.77,CK
7158,65.70,0,0.00,17,0.00,65.70,CC
7159,61.12,1,3.06,3,0.00,61.26,PP
7160,189.70,15,142.28,17,0.00,191.36,CK
7161,45.53,3,6.83,17,0.36,45.96,CK
7162,45.38,0,0.00,3,36.78,48.73,CC
7163,45.30,0,0.00,17,11.88,45.62,Auto
7164,114.76,4,22.96,17,44.12,115.54,CC
7165,46.75,12,28.05,17,0.00,47.15,CK
7166,126.89,2,12.69,17,0.00,127.08,CC
7167,100.12,1,5.01,17,0.00,100.32,CC
7168,83.40,8,33.36,3,47.12,84.18,CC
7169,129.94,4,25.99,3,0.00,130.40,CC
7170,83.91,2,8.40,17,0.00,84.51,CK
7171,64.56,2,6.46,17,0.00,64.71,CC
7172,102.54,0,0.00,17,40.70,103.31,ACH
7173,67.68,1,3.39,17,0.00,67.87,CC
7174,148.39,7,51.94,3,0.00,148.92,CC
7175,88.92,9,40.02,3,26.11,89.51,CC
7176,85.51,6,25.66,17,13.83,85.99,CC
7177,69.08,0,0.00,17,0.00,69.08,CC
7178,175.05,7,61.27,17,0.00,175.64,CC
7179,121.54,0,0.00,3,0.00,121.54,Auto
7180,112.70,1,5.64,17,28.87,114.52,CC
7181,86.46,0,0.00,3,0.00,86.46,CC
7182,108.00,0,0.00,17,0.00,108.00,CC
7183,178.60,0,0.00,17,0.00,178.60,CC
7184,127.58,4,25.52,3,39.61,128.75,CC
7185,43.72,0,0.00,3,47.44,50.50,CC
7186,48.39,3,7.26,17,0.00,48.53,PP
7187,47.06,0,0.00,3,26.68,47.70,Auto
7188,67.47,0,0.00,17,0.00,67.47,Auto
7189,85.86,5,21.47,3,48.82,86.95,CC
7190,113.87,0,0.00,3,0.00,113.87,Auto
7191,84.89,0,0.00,3,0.00,84.89,CC
7192,80.36,0,0.00,17,0.00,80.36,CC
7193,85.90,0,0.00,17,29.69,90.15,CC
7194,116.96,0,0.00,3,35.96,117.86,Auto
7195,131.90,0,0.00,3,0.00,131.90,Auto
7196,81.85,0,0.00,3,0.00,81.85,PP
7197,142.72,3,21.41,17,0.00,143.03,CC
7198,100.32,8,40.13,3,0.00,100.71,CC
7199,177.54,0,0.00,17,31.57,178.16,Auto
7200,104.95,0,0.00,17,26.04,106.40,PP
7201,82.22,1,4.12,17,56.86,83.64,CC
7202,85.99,2,8.60,3,0.00,86.26,PP
7203,183.30,0,0.00,3,0.00,183.30,CC
7204,49.54,0,0.00,17,0.00,49.54,CC
7205,49.36,0,0.00,17,0.00,49.36,CC
7206,84.80,0,0.00,3,0.00,84.80,Auto
7207,145.03,8,58.02,3,46.92,147.37,CK
7208,108.84,0,0.00,17,0.00,108.84,CC
7209,122.62,0,0.00,3,0.00,122.62,CC
7210,78.00,1,3.90,17,30.93,78.57,CC
7211,67.33,0,0.00,17,0.00,67.33,Auto
7212,46.89,1,2.35,3,35.52,48.62,CC
7213,127.72,0,0.00,17,0.00,127.72,Auto
7214,67.95,0,0.00,17,52.29,70.13,Auto
7215,176.54,0,0.00,17,30.52,177.17,Auto
7216,81.06,0,0.00,3,0.46,81.22,CC
7217,170.22,19,161.71,3,44.24,172.11,CK
7218,126.67,8,50.67,3,1.61,127.15,CC
7219,68.53,7,23.99,3,0.00,68.80,CC
7220,80.21,0,0.00,3,0.00,80.21,Auto
7221,103.25,0,0.00,17,0.00,103.25,Auto
7222,205.30,0,0.00,17,35.49,205.75,Auto
7223,129.74,6,38.93,3,0.00,130.21,CC
7224,175.66,4,35.14,17,57.03,176.89,ACH
7225,177.17,4,35.44,3,4.33,177.89,ACH
7226,61.13,6,18.34,3,0.00,61.38,CC
7227,105.12,0,0.00,3,0.00,105.12,CK
7228,101.42,1,5.08,3,0.00,101.63,CC
7229,48.04,0,0.00,3,34.33,53.77,CC
7230,135.10,8,54.04,3,0.00,135.62,CC
7231,66.44,1,3.33,3,48.00,68.89,ACH
7232,44.80,0,0.00,17,0.00,44.80,CC
7233,144.39,2,14.44,17,48.43,144.94,CC
7234,113.90,0,0.00,17,0.00,113.90,Auto
7235,149.98,0,0.00,17,0.00,149.98,Auto
7236,66.81,1,3.35,17,0.00,66.85,CC
7237,67.78,0,0.00,17,0.00,67.78,PP
7238,65.69,1,3.29,17,0.00,65.88,PP
7239,89.92,0,0.00,17,39.91,91.07,CC
7240,47.34,0,0.00,17,0.00,47.34,CC
7241,118.75,0,0.00,17,0.00,118.75,Auto
7242,100.22,0,0.00,3,35.42,106.13,Auto
7243,129.50,0,0.00,17,37.82,132.03,CC
7244,88.40,0,0.00,3,56.11,99.63,PP
7245,224.20,8,89.68,3,29.84,225.39,PP
7246,83.99,0,0.00,17,0.00,83.99,Auto
7247,68.36,15,51.27,17,0.00,68.96,CK
7248,86.50,4,17.30,3,30.40,87.30,CC
7249,174.68,3,26.21,3,0.00,175.22,ACH
7250,85.15,1,4.26,3,34.30,86.91,CC
7251,61.61,1,3.09,3,37.52,63.55,CC
7252,119.69,18,107.73,17,13.27,120.86,CK
7253,172.80,0,0.00,17,0.00,172.80,Auto
7254,80.85,0,0.00,17,0.00,80.85,Auto
7255,113.00,0,0.00,3,0.00,113.00,Auto
7256,121.74,1,6.09,17,0.00,121.83,CC
7257,116.25,2,11.63,3,0.00,116.66,CC
7258,86.30,0,0.00,17,0.00,86.30,Auto
7259,125.32,9,56.40,3,24.94,126.04,ACH
7260,65.57,0,0.00,17,26.27,65.88,Auto
7261,108.96,3,16.35,17,0.00,109.31,CC
7262,46.72,0,0.00,17,33.54,48.07,Auto
7263,83.12,0,0.00,3,48.58,83.64,Auto
7264,64.90,6,19.47,3,0.00,65.16,CC
7265,101.50,0,0.00,17,0.00,101.50,Auto
7266,100.54,0,0.00,17,0.00,100.54,CC
7267,120.50,6,36.15,17,39.23,121.15,PP
7268,105.08,0,0.00,3,0.00,105.08,CC
7269,146.18,5,36.55,3,2.61,146.73,PP
7270,147.86,0,0.00,17,0.00,147.86,Auto
7271,173.97,0,0.00,3,39.01,176.27,Auto
7272,195.60,0,0.00,3,0.00,195.60,CC
7273,177.22,0,0.00,17,0.00,177.22,Auto
7274,127.10,0,0.00,17,0.00,127.10,Auto
7275,175.69,0,0.00,17,53.84,229.53,CC
7276,140.50,0,0.00,17,48.19,188.69,CC
7277,116.99,1,5.85,17,0.00,117.11,CC
7278,109.80,7,38.43,17,2.99,110.25,ACH
7279,124.49,3,18.68,3,23.57,125.50,CC
7280,102.86,0,0.00,3,0.00,102.86,Auto
7281,68.93,2,6.90,17,0.00,69.10,CC
7282,116.27,20,116.27,17,0.00,117.30,CK
7283,86.84,3,13.03,3,0.00,87.19,CC
7284,85.12,9,38.31,17,23.33,85.65,CC
7285,126.40,0,0.00,3,0.00,126.40,Auto
7286,43.35,6,13.01,3,12.61,43.65,ACH
7287,174.57,8,69.83,3,0.00,175.22,CC
7288,69.80,8,27.92,3,39.62,70.42,CC
7289,87.98,1,4.40,3,54.78,90.45,PP
7290,100.82,2,10.09,17,28.84,101.73,CC
7291,103.56,0,0.00,17,4.29,104.10,PP
7292,124.56,9,56.06,3,0.00,125.04,CC
7293,65.20,0,0.00,3,0.00,65.20,Auto
7294,68.34,0,0.00,17,57.04,69.20,CC
7295,87.55,1,4.38,3,0.00,87.95,CK
7296,66.57,0,0.00,3,0.00,66.57,Auto
7297,176.04,1,8.81,17,39.43,182.07,CK
7298,173.75,1,8.69,3,7.35,174.65,CC
7299,117.63,0,0.00,3,13.90,117.94,Auto
7300,83.32,16,66.66,3,0.00,84.07,CK
7301,148.71,0,0.00,17,0.00,148.71,Auto
7302,122.31,19,116.20,3,25.75,123.64,CK
7303,40.93,8,16.38,3,14.31,41.23,CC
7304,100.46,7,35.17,17,5.70,101.00,ACH
7305,120.95,9,54.43,17,59.50,122.01,CC
7306,87.06,0,0.00,3,0.00,87.06,Auto
7307,81.65,0,0.00,17,57.69,88.87,PP
7308,104.59,3,15.69,3,34.32,105.85,CC
7309,105.26,0,0.00,17,57.25,110.99,PP
7310,91.40,1,4.57,17,0.98,91.49,PP
7311,81.82,0,0.00,17,57.54,87.58,CC
7312,66.80,0,0.00,17,48.07,67.77,CC
7313,41.54,1,2.08,3,2.05,41.76,CC
7314,122.46,6,36.74,3,0.00,122.94,CC
7315,126.33,4,25.27,17,0.00,126.55,PP
7316,115.32,4,23.07,17,0.00,115.61,ACH
7317,147.82,0,0.00,3,0.00,147.82,Auto
7318,64.12,0,0.00,3,14.34,64.52,Auto
7319,125.03,1,6.26,17,0.00,125.17,CC
7320,114.27,0,0.00,17,0.47,114.28,Auto
7321,65.34,8,26.14,3,38.20,65.94,ACH
7322,44.12,0,0.00,17,0.00,44.12,Auto
7323,80.44,0,0.00,17,15.69,80.79,CC
7324,89.13,0,0.00,3,33.92,92.90,CC
7325,83.80,4,16.76,3,0.00,84.48,CK
7326,40.35,0,0.00,17,0.00,40.35,PP
7327,125.42,0,0.00,3,27.11,129.94,Auto
7328,120.30,0,0.00,3,53.27,125.63,Auto
7329,88.17,1,4.41,3,0.00,88.49,CC
7330,178.10,6,53.43,17,58.18,179.63,CC
7331,83.40,1,4.17,17,34.89,84.14,CC
7332,176.96,17,150.42,17,10.01,178.62,CK
7333,85.63,0,0.00,17,17.08,87.77,CC
7334,89.75,0,0.00,17,0.00,89.75,Auto
7335,89.53,0,0.00,17,58.68,90.39,Auto
7336,178.52,0,0.00,3,0.00,178.52,Auto
7337,119.14,2,11.92,17,13.62,120.00,PP
7338,80.38,0,0.00,17,32.42,96.59,CC
7339,118.65,7,41.53,3,19.14,119.34,CC
7340,81.86,0,0.00,3,52.59,108.16,Auto
7341,84.72,0,0.00,3,0.00,84.72,PP
7342,146.64,1,7.34,3,46.79,149.49,CC
7343,100.69,0,0.00,3,19.18,107.09,Auto
7344,108.31,0,0.00,3,0.00,108.31,CC
7345,65.20,8,26.08,17,0.00,65.73,CK
7346,49.35,2,4.94,17,41.09,49.83,CC
7347,118.64,16,94.92,3,0.00,119.71,CK
7348,84.20,6,25.26,3,0.00,84.52,CC
7349,178.73,0,0.00,17,0.00,178.73,ACH
7350,62.80,0,0.00,3,51.02,67.91,PP
7351,113.69,0,0.00,17,0.00,113.69,CC
7352,43.53,0,0.00,17,32.83,47.64,Auto
7353,179.03,4,35.81,3,0.00,179.74,CC
7354,125.38,5,31.35,17,11.75,126.09,CC
7355,129.08,7,45.18,17,0.00,129.54,CC
7356,170.96,0,0.00,17,50.39,171.66,Auto
7357,87.11,1,4.36,17,0.00,87.55,CK
7358,40.92,1,2.05,17,3.01,41.14,PP
7359,178.04,3,26.71,17,0.00,178.73,CC
7360,121.59,8,48.64,17,18.44,122.16,CC
7361,120.46,2,12.05,17,0.00,120.58,CC
7362,84.60,6,25.38,3,0.00,84.92,CC
7363,142.10,0,0.00,3,49.51,158.61,CC
7364,149.40,0,0.00,3,0.00,149.40,Auto
7365,42.99,0,0.00,17,7.90,43.49,PP
7366,81.02,2,8.11,17,43.69,82.70,CC
7367,85.24,0,0.00,3,0.00,85.24,Auto
7368,175.46,3,26.32,3,22.14,176.45,CC
7369,89.50,1,4.48,17,0.00,89.68,CC
7370,115.41,1,5.78,17,20.18,115.64,CC
7371,66.76,5,16.69,17,0.00,66.91,CC
7372,100.77,0,0.00,17,39.93,101.44,Auto
7373,103.35,0,0.00,17,45.12,125.91,CC
7374,196.00,3,29.40,17,41.99,197.09,CC
7375,80.08,16,64.07,3,0.00,80.77,CK
7376,123.12,0,0.00,17,14.36,124.15,Auto
7377,172.30,5,43.08,3,17.73,173.26,PP
7378,105.38,0,0.00,17,36.24,107.52,PP
7379,147.60,1,7.38,3,0.00,148.04,CC
7380,144.65,0,0.00,17,0.00,144.65,CC
7381,146.44,10,73.22,17,12.89,147.98,CK
7382,68.74,0,0.00,17,0.00,68.74,Auto
7383,81.99,3,12.30,3,0.36,82.28,CC
7384,103.56,0,0.00,17,0.00,103.56,CC
7385,113.51,6,34.06,3,12.99,114.09,ACH
7386,84.26,0,0.00,3,0.00,84.26,CC
7387,109.98,6,33.00,17,56.75,110.86,CC
7388,172.93,0,0.00,17,0.00,172.93,ACH
7389,45.54,0,0.00,17,29.44,49.75,CC
7390,85.03,0,0.00,17,2.32,85.06,Auto
7391,131.70,1,6.59,17,26.39,133.44,CC
7392,143.31,6,43.00,3,0.00,143.82,CC
7393,48.97,0,0.00,17,15.51,49.22,Auto
7394,85.92,13,55.85,17,34.10,87.16,CK
7395,129.97,0,0.00,3,11.76,141.73,Auto
7396,116.45,12,69.87,3,0.00,117.48,CK
7397,46.62,15,34.97,3,0.00,47.03,CK
7398,63.87,0,0.00,3,0.00,63.87,Auto
7399,85.73,0,0.00,17,0.00,85.73,CC
7400,170.74,6,51.23,3,1.33,171.40,CC
7401,89.97,8,35.99,3,54.91,90.79,CC
7402,142.52,0,0.00,17,0.00,142.52,CC
7403,170.66,17,145.07,17,34.12,172.51,CK
7404,89.66,0,0.00,3,0.00,89.66,Auto
7405,50.00,0,0.00,3,0.00,50.00,CC
7406,179.02,1,8.96,17,24.02,180.09,CC
7407,42.73,5,10.69,3,0.00,43.12,CK
7408,112.12,0,0.00,3,10.22,112.21,Auto
7409,109.80,0,0.00,17,0.00,109.80,Auto
7410,85.90,5,21.48,3,0.00,86.23,CC
7411,83.18,6,24.96,17,0.00,83.43,CC
7412,41.42,2,4.15,17,0.00,41.54,CC
7413,115.47,0,0.00,3,4.76,115.59,Auto
7414,179.24,1,8.97,17,29.79,183.12,CK
7415,64.70,0,0.00,17,45.33,65.44,PP
7416,43.29,4,8.66,3,12.46,43.67,CC
7417,118.37,0,0.00,3,0.00,118.37,Auto
7418,178.52,9,80.34,3,46.15,179.58,ACH
7419,113.69,1,5.69,17,0.00,113.84,CC
7420,148.39,5,37.10,17,0.00,148.78,CC
7421,88.57,5,22.15,3,0.00,88.91,CC
7422,49.74,0,0.00,17,0.00,49.74,Auto
