ID,Gender,MaritalStatus,NumChildren,EstIncome,CarOwner,Age,MonthsAsCustomer,MemberShipPlan
7113,F,Single,0,99662,Y,22,39,Unlimited
7114,M,Single,1,93106,Y,25,35,Unlimited
7115,M,Married,0,60317,Y,46,97,Family Military
7116,M,Married,1,46325,Y,50,84,Family Platinum
7117,M,Married,0,47157,N,31,75,Family Gold
7118,F,Married,0,57107,Y,44,68,Family Platinum
7119,F,Married,1,94225,Y,38,52,Family Unlimited
7120,M,Married,0,84655,Y,24,24,Family Gold
7121,M,Married,1,77939,Y,27,106,Family Unlimited
7122,M,Single,1,30229,Y,30,58,Unlimited
7123,F,Married,0,26304,Y,33,90,Family Gold
7124,F,Married,1,55291,Y,28,31,Family Unlimited
7125,M,Single,0,96037,N,25,74,Unlimited
7126,F,Single,0,2307,N,21,45,Unlimited
7127,M,Single,2,80394,Y,20,30,Unlimited
7128,M,Single,1,85160,Y,30,111,Silver
7129,F,Single,1,81034,N,25,23,Unlimited
7130,M,Married,1,908980,Y,41,71,Family Gold
7131,M,Married,0,86808,Y,40,34,Family Silver
7132,M,Married,2,8608,Y,24,14,Family Gold
7133,F,Single,2,33113,Y,22,19,Gold
7134,F,Single,0,48154,Y,28,61,Platinum
7135,M,Single,0,53234,Y,29,72,Silver
7136,F,Single,1,675735,Y,29,95,Platinum
7137,M,Married,0,71222,Y,38,59,Family Military
7138,M,Married,0,25796,Y,39,73,Family Military
7139,F,Single,2,42610,N,28,101,Gold
7140,F,Married,1,67948,Y,26,17,Family Unlimited
7141,F,Married,1,98900,N,52,85,Family Military
7142,F,Married,0,9413,N,25,86,Family Unlimited
7143,M,Single,0,460020,N,23,56,Gold
7144,F,Married,9,40064,N,29,22,Family Military
7145,M,Single,0,32666,Y,18,11,Platinum
7146,F,Married,1,48569,N,24,71,Family Unlimited
7147,M,Single,0,2921,Y,29,73,Silver
7148,M,Single,0,55768,Y,28,111,Silver
7149,F,Married,8,12332,Y,26,13,Family Silver
7150,F,Single,0,14046,Y,26,76,Unlimited
7151,M,Single,0,90070,Y,19,13,Platinum
7152,M,Married,2,47244,Y,36,98,Family Unlimited
7153,F,Single,1,38225,N,28,91,Gold
7154,M,Married,0,407940,Y,61,120,Family Silver
7155,F,Single,1,27018,N,25,26,Silver
7156,M,Married,1,692,Y,45,90,Family Silver
7157,F,Married,0,31046,Y,72,16,Family Unlimited
7158,F,Single,0,59185,Y,23,29,Silver
7159,M,Single,0,44315,Y,24,23,Gold
7160,M,Married,1,7342,N,27,86,Family Military
7161,F,Single,0,74774,Y,33,17,Silver
7162,F,Single,0,62470,Y,24,11,Silver
7163,M,Single,9,8907,Y,25,38,Silver
7164,M,Married,0,27701,Y,33,86,Family Gold
7165,F,Single,0,97224,Y,30,71,Silver
7166,F,Married,1,12575,Y,31,70,Family Military
7167,M,Single,1,88925,N,26,26,Unlimited
7168,M,Single,0,14957,Y,27,104,Silver
7169,M,Married,2,5127,Y,34,57,Family Military
7170,M,Married,1,22310,N,50,14,Family Silver
7171,M,Single,0,18505,Y,23,46,Gold
7172,F,Single,2,14967,Y,34,53,Unlimited
7173,F,Single,0,10043,Y,28,18,Gold
7174,F,Married,2,46687,N,48,98,Family Platinum
7175,F,Single,0,728215,N,29,113,Platinum
7176,F,Married,1,85559,N,42,84,Family Silver
7177,F,Single,2,13626,Y,20,6,Gold
7178,M,Married,1,24991,Y,41,104,Family Unlimited
7179,F,Married,4,645,Y,39,28,Family Military
7180,M,Single,0,71588,N,26,19,Unlimited
7181,F,Married,2,46192,Y,41,2,Family Silver
7182,F,Single,1,68695,N,21,20,Gold
7183,F,Married,1,11826,N,38,49,Family Platinum
7184,F,Married,7,78738,Y,52,56,Family Military
7185,F,Single,0,20733,N,19,7,Silver
7186,M,Single,1,96403,N,23,54,Silver
7187,F,Single,0,58396,Y,21,42,Silver
7188,M,Single,0,37328,N,28,24,Gold
7189,M,Single,1,37791,N,25,65,Platinum
7190,M,Married,0,81654,Y,27,77,Family Gold
7191,F,Married,0,31905,N,53,7,Family Silver
7192,F,Single,0,7498,Y,22,54,Platinum
7193,F,Single,0,3176,N,18,7,Silver
7194,M,Married,0,72449,Y,38,40,Family Gold
7195,F,Single,0,155893,Y,29,80,Gold
7196,F,Single,2,36179,Y,20,6,Platinum
7197,M,Married,2,64432,Y,32,70,Family Platinum
7198,M,Single,2,889775,Y,30,103,Unlimited
7199,F,Married,2,55615,N,50,51,Family Unlimited
7200,F,Single,1,7602,Y,22,18,Unlimited
7201,M,Single,1,1844,Y,29,43,Platinum
7202,F,Single,0,88663,N,20,32,Platinum
7203,M,Single,0,29248,Y,23,9,Unlimited
7204,F,Single,1,93305,Y,30,48,Silver
7205,M,Single,1,95428,N,30,86,Silver
7206,F,Single,0,539486,Y,30,94,Platinum
7207,F,Married,0,325,Y,53,45,Family Platinum
7208,F,Single,0,45383,N,27,24,Unlimited
7209,M,Married,1,356052,N,37,1,Family Military
7210,M,Single,0,22849,N,58,62,Gold
7211,F,Single,0,16538,N,21,27,Gold
7212,F,Single,0,1682,Y,25,22,Silver
7213,M,Married,2,42985,Y,43,70,Family Military
7214,F,Single,0,208539,N,19,24,Gold
7215,M,Married,2,20092,Y,43,49,Family Unlimited
7216,M,Single,2,7687,N,18,3,Platinum
7217,M,Married,1,25284,Y,36,109,Family Unlimited
7218,F,Married,1,3810,Y,38,111,Family Military
7219,F,Single,1,28435,Y,27,92,Gold
7220,F,Single,0,21673,Y,30,80,Platinum
7221,M,Single,2,47368,Y,21,11,Unlimited
7222,F,Married,0,654040,Y,85,80,Family Gold
7223,M,Married,0,419008,Y,37,83,Family Military
7224,M,Married,0,30923,Y,34,75,Family Unlimited
7225,N,Married,2,32746,Y,34,56,Family Unlimited
7226,M,Single,1,96969,Y,48,76,Gold
7227,F,Single,0,99129,Y,26,5,Unlimited
7228,F,Single,2,903423,Y,24,25,Unlimited
7229,M,Single,0,82583,N,18,6,Silver
7230,F,Married,1,48997,Y,44,104,Family Silver
7231,M,Single,1,29045,Y,27,21,Gold
7232,M,Single,0,38682,N,19,13,Silver
7233,F,Married,2,51194,Y,28,116,Family Platinum
7234,F,Married,1,15629,Y,53,16,Family Gold
7235,F,Married,0,59089,Y,31,84,Family Platinum
7236,M,Single,0,17994,Y,30,110,Gold
7237,F,Single,2,96713,Y,24,62,Gold
7238,F,Single,1,96040,Y,25,18,Gold
7239,F,Single,0,98439,Y,20,35,Platinum
7240,M,Single,0,57888,N,23,52,Silver
7241,M,Married,0,49395,Y,63,98,Family Gold
7242,F,Single,1,97690,Y,18,6,Unlimited
7243,F,Single,2,529205,Y,21,15,Gold
7244,M,Single,0,223104,Y,22,5,Platinum
7245,F,Married,0,2027,Y,50,101,Family Unlimited
7246,F,Single,0,6245,Y,30,101,Platinum
7247,F,Single,9,28056,Y,28,86,Gold
7248,F,Married,1,59106,Y,41,60,Family Silver
7249,F,Married,7,61268,Y,35,49,Family Unlimited
7250,F,Single,0,45903,Y,28,22,Platinum
7251,F,Single,1,422438,Y,21,21,Gold
7252,F,Married,1,85220,Y,29,104,Family Gold
7253,F,Married,2,11990,Y,38,73,Family Unlimited
7254,M,Married,1,60449,Y,38,80,Family Silver
7255,F,Single,0,800985,N,25,49,Unlimited
7256,M,Married,0,97335,Y,56,73,Family Military
7257,M,Married,1,6716,Y,25,29,Family Gold
7258,M,Married,0,67881,N,56,40,Family Silver
7259,F,Married,5,17761,Y,51,113,Family Military
7260,F,Single,1,52976,Y,30,85,Gold
7261,F,Single,1,63711,N,26,48,Unlimited
7262,M,Single,1,73134,N,28,25,Silver
7263,M,Married,1,5573,N,37,95,Family Silver
7264,F,Single,0,36590,Y,95,77,Gold
7265,M,Single,0,79305,Y,20,27,Unlimited
7266,F,Single,1,4686,Y,18,6,Unlimited
7267,M,Single,0,56912,Y,29,116,Platinum
7268,M,Single,0,32165,Y,18,5,Unlimited
7269,M,Married,2,6170,N,26,72,Family Platinum
7270,F,Married,1,731225,Y,44,15,Family Platinum
7271,F,Married,0,11049,Y,42,17,Family Unlimited
7272,F,Married,6,50796,Y,48,1,Family Unlimited
7273,M,Married,1,67176,Y,33,29,Family Unlimited
7274,M,Single,1,1320,Y,24,67,Gold
7275,M,Married,1,268677,Y,46,1,Family Unlimited
7276,F,Single,0,12482,Y,18,1,Gold
7277,M,Married,2,85919,Y,41,52,Family Gold
7278,F,Single,1,92482,Y,27,94,Unlimited
7279,M,Married,1,55692,Y,38,42,Family Military
7280,M,Single,1,66485,Y,26,102,Unlimited
7281,F,Single,0,416470,N,29,41,Gold
7282,M,Married,0,92821,Y,42,113,Family Gold
7283,F,Single,0,68162,Y,22,38,Platinum
7284,F,Single,0,971318,Y,29,117,Platinum
7285,M,Married,0,40872,Y,33,99,Family Military
7286,M,Single,2,68200,Y,27,86,Silver
7287,F,Married,0,63516,Y,46,109,Family Unlimited
7288,F,Single,0,30765,Y,30,109,Gold
7289,M,Single,0,17665,Y,19,24,Platinum
7290,M,Single,0,84847,Y,30,43,Unlimited
7291,M,Single,0,23876,Y,22,8,Unlimited
7292,F,Married,0,916504,N,34,118,Family Military
7293,F,Single,1,22315,Y,26,91,Gold
7294,F,Single,0,47720,Y,30,67,Gold
7295,F,Single,0,8849,N,27,11,Platinum
7296,M,Single,0,90308,N,29,83,Gold
7297,F,Married,0,42841,Y,47,8,Family Unlimited
7298,F,Married,2,45596,Y,28,18,Family Unlimited
7299,M,Married,2,14017,N,44,46,Family Gold
7300,M,Single,0,60729,Y,27,90,Platinum
7301,M,Married,1,33769,Y,54,33,Family Platinum
7302,M,Married,1,513947,Y,28,107,Family Military
7303,M,Single,1,71759,Y,30,103,Silver
7304,M,Single,0,67487,Y,29,77,Unlimited
7305,F,Married,1,80831,Y,29,108,Family Military
7306,F,Married,1,586315,Y,44,21,Family Silver
7307,F,Married,2,59345,Y,48,8,Family Silver
7308,F,Single,1,82137,Y,24,40,Unlimited
7309,F,Single,1,73037,Y,23,10,Unlimited
7310,F,Married,0,90365,Y,28,64,Family Silver
7311,F,Single,2,47625,N,21,10,Platinum
7312,B,Single,0,48330,Y,22,50,Gold
7313,F,Single,0,32938,N,19,19,Silver
7314,F,Married,0,26153,Y,28,77,Family Military
7315,M,Married,0,15449,N,50,117,Family Military
7316,F,Married,2,85185,Y,35,81,Family Gold
7317,F,Married,1,29508,Y,31,103,Family Platinum
7318,M,Single,0,27454,N,30,36,Gold
7319,F,Married,2,37188,N,35,47,Family Military
7320,F,Married,2,47150,Y,23,61,Family Gold
7321,M,Single,1,872505,Y,28,108,Gold
7322,F,Single,1,17271,N,23,52,Silver
7323,M,Single,0,65342,Y,74,46,Platinum
7324,M,Single,1,44019,N,19,9,Platinum
7325,M,Married,2,64978,Y,45,25,Family Silver
7326,F,Single,1,91217,N,24,27,Silver
7327,M,Married,0,12160,Y,32,6,Family Military
7328,M,Married,2,92547,Y,29,10,Family Gold
7329,F,Single,0,792363,Y,22,14,Platinum
7330,M,Married,0,34361,Y,53,73,Family Gold
7331,M,Single,1,92131,Y,25,53,Platinum
7332,M,Married,2,9706,N,27,97,Family Unlimited
7333,F,Married,0,17750,Y,37,8,Family Silver
7334,M,Single,8,86064,Y,30,104,Platinum
7335,M,Single,1,92844,Y,28,69,Platinum
7336,F,Married,2,12496,Y,26,2,Family Unlimited
7337,M,Married,2,92920,Y,34,30,Family Gold
7338,F,Single,1,754008,Y,19,2,Platinum
7339,M,Married,0,60551,N,31,89,Family Gold
7340,F,Single,0,6645,Y,20,2,Platinum
7341,M,Single,1,90061,Y,24,12,Platinum
7342,M,Married,1,66249,Y,30,19,Family Platinum
7343,M,Single,0,13708,N,19,3,Unlimited
7344,F,Single,2,88072,N,27,5,Unlimited
7345,M,Single,0,7090,N,25,50,Gold
7346,F,Single,0,497376,N,29,96,Silver
7347,F,Married,0,763289,N,68,89,Family Gold
7348,F,Single,2,19692,Y,24,79,Platinum
7349,M,Married,1,53759,Y,48,31,Family Unlimited
7350,F,Single,2,26812,Y,19,10,Gold
7351,M,Married,1,751791,Y,51,9,Family Gold
7352,M,Single,0,151490,Y,18,8,Silver
7353,F,Married,1,31244,Y,26,51,Family Unlimited
7354,M,Married,0,781084,Y,41,61,Family Military
7355,F,Married,1,36428,Y,29,99,Family Military
7356,M,Married,1,49190,Y,34,72,Family Unlimited
7357,F,Married,9,61455,Y,28,10,Family Silver
7358,F,Single,0,74228,N,20,24,Silver
7359,M,Married,2,371602,Y,43,39,Family Unlimited
7360,M,Married,2,15551,Y,44,118,Family Military
7361,M,Married,1,53887,N,31,107,Family Military
7362,M,Married,1,45308,Y,30,80,Family Silver
7363,M,Single,2,39181,Y,21,3,Gold
7364,F,Single,0,294326,N,30,90,Unlimited
7365,M,Single,2,52188,Y,20,16,Silver
7366,M,Married,0,36042,Y,41,31,Family Silver
7367,M,Single,0,88518,Y,30,66,Platinum
7368,M,Married,1,31383,N,23,49,Family Unlimited
7369,F,Single,1,752565,Y,27,26,Platinum
7370,F,Married,3,66217,N,45,114,Family Gold
7371,F,Single,0,353649,Y,30,117,Gold
7372,F,Single,0,79329,Y,30,60,Unlimited
7373,M,Single,1,57988,Y,23,2,Unlimited
7374,F,Married,0,883,N,50,66,Family Platinum
7375,F,Single,0,28930,Y,72,93,Platinum
7376,M,Married,6,64386,N,34,14,Family Military
7377,F,Married,0,66747,Y,49,64,Family Unlimited
7378,F,Single,0,41593,Y,19,17,Unlimited
7379,F,Married,9,33485,Y,40,17,Family Platinum
7380,M,Married,1,475653,Y,24,30,Family Platinum
7381,M,Married,1,74184,Y,65,56,Family Platinum
7382,M,Single,0,15023,Y,21,12,Gold
7383,M,Single,0,43062,Y,26,45,Platinum
7384,F,Single,0,78157,Y,30,25,Unlimited
7385,M,Married,1,95144,Y,75,82,Family Gold
7386,M,Married,0,269418,Y,35,11,Family Silver
7387,M,Single,0,25319,Y,30,102,Unlimited
7388,F,Married,1,148945,Y,47,4,Family Unlimited
7389,F,Single,0,54766,Y,22,7,Silver
7390,M,Single,1,51015,Y,28,89,Platinum
7391,M,Single,0,35481,N,20,19,Gold
7392,M,Married,2,52295,Y,52,85,Family Platinum
7393,F,Single,2,27956,Y,24,63,Silver
7394,M,Single,1,52758,Y,27,73,Platinum
7395,M,Married,0,16604,Y,33,1,Family Military
7396,M,Married,1,688080,Y,43,68,Family Gold
7397,M,Single,0,23009,N,30,87,Silver
7398,M,Single,0,63434,Y,24,41,Gold
7399,F,Single,0,41640,Y,20,3,Platinum
7400,F,Married,1,63620,Y,46,80,Family Unlimited
7401,M,Single,0,74164,Y,38,112,Platinum
7402,F,Married,1,14466,Y,36,10,Family Platinum
7403,F,Married,0,920721,Y,47,97,Family Unlimited
7404,F,Single,2,53857,Y,29,40,Platinum
7405,F,Single,0,88996,Y,23,8,Silver
7406,M,Married,1,76166,Y,50,31,Family Unlimited
7407,M,Single,0,65357,Y,26,28,Silver
7408,M,Married,9,17021,Y,34,119,Family Gold
7409,M,Single,0,47174,Y,27,81,Unlimited
7410,M,Single,1,21402,Y,24,67,Gold
7411,M,Married,1,84676,N,28,101,Family Silver
7412,M,Single,1,31924,Y,22,36,Silver
7413,F,Married,1,72091,N,25,40,Family Gold
7414,M,Married,1,16453,Y,46,10,Family Unlimited
7415,F,Single,1,10767,Y,23,62,Gold
7416,F,Single,0,3977,Y,74,57,Silver
7417,F,Married,1,31388,Y,35,81,Family Gold
7418,F,Married,0,77845,Y,44,120,Family Unlimited
7419,F,Married,1,13154,N,69,38,Family Gold
7420,F,Married,0,61770,Y,38,97,Family Platinum
7421,M,Single,0,645486,N,26,67,Platinum
7422,F,Single,1,69118,N,30,120,Silver
7423,F,Married,2,157890,Y,39,76,Family Gold
7424,M,Single,0,17808,Y,23,11,Gold
7425,M,Single,0,18938,N,19,23,Gold
7426,M,Married,2,43222,Y,43,12,Family Platinum
7427,F,Married,0,18444,Y,54,93,Family Unlimited
7428,M,Married,2,342641,Y,50,25,Family Gold
7429,M,Single,1,38098,Y,21,40,Silver
7430,F,Married,0,11225,N,32,5,Family Military
7431,F,Married,0,33937,Y,32,5,Family Gold
7432,M,Single,1,17410,Y,24,43,Silver
7433,F,Married,0,948410,N,34,31,Family Platinum
7434,M,Single,0,49220,Y,30,93,Unlimited
7435,F,Single,2,610367,Y,18,1,Gold
7436,F,Married,0,20949,Y,40,53,Family Silver
7437,F,Single,0,69075,Y,27,33,Unlimited
7438,F,Married,0,96309,N,45,91,Family Unlimited
7439,F,Single,2,43733,Y,19,7,Silver
7440,M,Single,1,10195,Y,29,84,Silver
7441,F,Married,1,74223,Y,27,116,Family Gold
7442,M,Single,0,15726,Y,18,1,Unlimited
7443,F,Married,2,23631,Y,30,74,Family Gold
7444,M,Single,0,56492,N,25,88,Unlimited
7445,M,Married,0,154356,Y,27,59,Family Unlimited
7446,F,Married,1,74124,Y,28,45,Family Military
7447,F,Married,0,43058,N,36,114,Family Gold
7448,F,Married,1,59611,N,25,96,Family Silver
7449,F,Married,2,54815,Y,34,10,Family Silver
7450,F,Married,7,28359,Y,31,98,Family Military
7451,F,Married,1,640020,Y,32,21,Family Military
7452,F,Single,0,59233,N,20,20,Silver
7453,F,Single,0,81816,N,27,76,Silver
7454,M,Single,4,11048,Y,50,41,Unlimited
7455,F,Married,0,37868,N,27,32,Family Silver
7456,F,Single,2,245641,Y,19,2,Gold
7457,M,Single,0,66297,Y,31,63,Silver
7458,F,Married,0,52776,Y,28,84,Family Silver
7459,F,Single,3,99189,Y,30,28,Platinum
7460,F,Married,2,24741,Y,35,49,Family Platinum
7461,M,Married,0,80944,Y,34,66,Family Military
7462,F,Single,0,81858,Y,25,11,Gold
7463,F,Single,0,25106,Y,28,39,Platinum
7464,M,Married,1,19966,Y,41,30,Family Military
7465,M,Single,0,3179,Y,22,48,Gold
7466,M,Married,1,87222,N,36,82,Family Unlimited
7467,F,Married,2,94933,Y,35,28,Family Platinum
7468,M,Married,1,319574,Y,25,12,Family Platinum
7469,F,Married,0,18049,N,33,1,Family Silver
7470,M,Single,1,14638,N,27,14,Platinum
7471,M,Married,0,74937,N,61,65,Family Military
7472,F,Single,0,47149,Y,19,13,Unlimited
7473,F,Married,9,931824,Y,33,23,Family Military
7474,M,Single,1,676415,Y,28,47,Gold
7475,F,Married,0,38926,Y,30,22,Family Military
7476,M,Married,0,97528,Y,54,62,Family Unlimited
7477,M,Married,2,811010,Y,40,106,Family Military
7478,F,Single,0,22749,Y,24,56,Silver
7479,F,Single,0,93481,N,21,35,Platinum
7480,F,Married,1,13371,Y,44,34,Family Military
7481,M,Married,0,71041,N,78,24,Family Unlimited
7482,M,Single,0,33628,Y,18,6,Platinum
7483,F,Single,2,52058,Y,24,18,Platinum
7484,M,Married,0,34412,N,39,56,Family Platinum
7485,F,Single,0,50787,N,23,35,Silver
7486,F,Married,0,91772,N,40,107,Family Unlimited
7487,F,Married,1,89246,Y,49,91,Family Platinum
7488,M,Married,1,22682,Y,50,17,Family Silver
7489,F,Single,0,70537,Y,18,12,Unlimited
7490,F,Married,0,79511,N,30,18,Family Military
7491,M,Married,9,46755,Y,43,93,Family Gold
7492,F,Single,0,616674,Y,30,13,Unlimited
7493,F,Married,0,96148,Y,51,111,Family Gold
7494,M,Married,0,31416,Y,40,42,Family Silver
7495,F,Married,2,16340,Y,36,38,Family Unlimited
7496,M,Married,2,23828,Y,28,23,Family Gold
7497,M,Married,0,14058,Y,37,92,Family Platinum
7498,F,Married,1,6509,Y,34,91,Family Military
7499,F,Married,0,34216,Y,33,66,Family Military
7500,F,Married,0,59849,Y,34,19,Family Platinum
7501,F,Married,0,9631,Y,53,49,Family Platinum
7502,M,Single,0,82934,Y,23,45,Platinum
7503,M,Married,1,51614,Y,41,80,Family Silver
7504,M,Married,0,26111,N,24,50,Family Unlimited
7505,M,Single,1,13141,Y,20,8,Platinum
7506,M,Single,1,227430,Y,21,47,Gold
7507,M,Married,1,26031,Y,46,18,Family Military
7508,M,Single,0,41334,N,66,107,Silver
7509,M,Single,0,174009,Y,26,56,Silver
7510,M,Single,0,13322,Y,21,34,Unlimited
7511,M,Married,0,34267,N,47,45,Family Silver
7512,M,Married,1,1838,Y,28,2,Family Unlimited
7513,F,Single,0,902709,Y,19,21,Silver
7514,F,Married,1,60047,Y,28,26,Family Platinum
7515,M,Single,0,898417,Y,18,4,Gold
7516,M,Married,2,86014,N,42,20,Family Silver
7517,M,Single,0,87056,Y,22,31,Platinum
7518,F,Single,0,70040,N,19,24,Gold
7519,M,Single,0,45919,N,26,86,Gold
7520,F,Married,0,23458,Y,81,85,Family Silver
7521,M,Single,1,34895,Y,18,12,Gold
7522,F,Married,2,649527,Y,24,25,Family Gold
7523,M,Single,0,28441,Y,24,18,Unlimited
7524,F,Single,0,12971,N,29,90,Gold
7525,F,Married,0,41849,Y,54,95,Family Unlimited
7526,F,Married,0,17709,Y,45,6,Family Unlimited
7527,F,Married,0,86622,Y,44,76,Family Military
7528,M,Single,1,35532,N,25,92,Silver
7529,F,Single,1,87138,Y,18,9,Unlimited
7530,M,Married,1,997429,Y,38,77,Family Platinum
7531,M,Married,1,99811,Y,27,27,Family Unlimited
7532,F,Single,0,14357,Y,24,33,Gold
7533,F,Married,1,22705,Y,43,66,Family Platinum
7534,M,Single,6,63427,N,25,53,Platinum
7535,M,Single,2,36533,Y,22,7,Gold
7536,M,Married,1,51923,Y,47,105,Family Military
7537,F,Single,1,84734,Y,28,97,Silver
7538,M,Married,1,46848,Y,50,8,Family Unlimited
7539,F,Married,1,24048,N,65,53,Family Platinum
7540,M,Single,0,73710,N,30,98,Unlimited
7541,F,Single,0,60929,Y,26,33,Unlimited
7542,M,Single,0,13683,Y,22,10,Unlimited
7543,F,Married,0,57409,Y,51,113,Family Platinum
7544,F,Married,1,38949,N,24,27,Family Unlimited
7545,F,Married,0,521,N,78,40,Family Silver
7546,F,Married,1,86283,Y,51,76,Family Platinum
7547,M,Single,1,71166,Y,23,7,Platinum
7548,M,Single,0,846332,N,18,1,Unlimited
7549,F,Married,0,13577,N,67,40,Family Silver
7550,F,Single,1,99808,N,27,32,Platinum
7551,M,Married,1,44695,Y,24,7,Family Platinum
7552,M,Married,1,84930,N,50,18,Family Platinum
7553,F,Single,1,59586,Y,21,3,Silver
7554,M,Single,0,11963,Y,18,1,Gold
7555,F,Married,1,37432,N,37,64,Family Military
7556,F,Married,1,60836,N,28,98,Family Platinum
7557,M,Single,1,19215,Y,29,111,Platinum
7558,F,Married,1,93997,Y,45,116,Family Gold
7559,M,Single,0,2726,Y,27,19,Platinum
7560,M,Single,1,76900,Y,18,8,Gold
7561,F,Married,4,68732,Y,31,53,Family Military
7562,F,Married,2,111772,N,26,103,Family Military
7563,M,Single,0,31965,Y,30,7,Gold
7564,F,Single,2,25192,Y,30,13,Unlimited
7565,M,Married,0,97018,Y,43,5,Family Military
7566,F,Married,2,37784,N,47,104,Family Unlimited
7567,M,Single,1,39778,Y,18,10,Unlimited
7568,M,Single,0,33257,Y,22,34,Unlimited
7569,F,Married,1,99157,Y,42,104,Family Silver
7570,F,Single,0,12199,N,25,18,Unlimited
7571,M,Single,1,10318,Y,58,102,Unlimited
7572,F,Married,1,50375,Y,47,94,Family Gold
7573,M,Married,1,62845,Y,46,116,Family Military
7574,F,Married,1,6148,Y,52,36,Family Military
7575,F,Married,0,83883,N,39,17,Family Military
7576,M,Single,0,26504,Y,90,38,Platinum
7577,M,Single,0,65391,Y,27,6,Silver
7578,M,Single,0,204720,Y,34,73,Platinum
7579,M,Married,1,588306,N,49,40,Family Military
7580,M,Married,2,37822,Y,34,90,Family Silver
7581,M,Married,1,847839,Y,35,67,Family Silver
7582,M,Single,0,22137,Y,20,5,Gold
7583,M,Married,4,55274,N,36,77,Family Unlimited
7584,F,Single,1,877,Y,22,42,Gold
7585,F,Single,0,14095,Y,21,43,Gold
7586,M,Married,2,93096,Y,41,82,Family Unlimited
7587,M,Single,1,73803,Y,18,8,Silver
7588,F,Married,2,64400,Y,45,21,Family Military
7589,M,Single,1,869114,Y,29,77,Gold
7590,F,Single,1,16575,Y,23,35,Unlimited
7591,F,Married,6,30357,Y,46,30,Family Unlimited
7592,M,Single,1,37397,Y,26,97,Unlimited
7593,M,Single,0,62979,Y,22,10,Platinum
7594,M,Married,0,16456,Y,30,106,Family Platinum
7595,F,Single,1,16106,Y,22,49,Gold
7596,F,Married,1,77484,Y,38,27,Family Unlimited
7597,M,Single,0,302680,Y,19,20,Silver
7598,M,Married,1,86181,Y,48,48,Family Platinum
7599,F,Married,0,80814,Y,31,103,Family Gold
7600,F,Married,2,27373,N,51,87,Family Unlimited
7601,F,Single,1,36403,Y,19,7,Gold
7602,M,Married,2,68088,Y,37,35,Family Unlimited
7603,M,Married,0,64815,Y,79,37,Family Gold
7604,F,Married,1,894154,N,33,57,Family Unlimited
7605,M,Single,0,6197,Y,19,11,Unlimited
7606,M,Married,1,48333,N,42,67,Family Military
7607,M,Married,1,206859,N,41,118,Family Platinum
7608,M,Single,1,15447,N,25,33,Platinum
7609,F,Single,0,50458,N,41,87,Silver
7610,F,Married,6,76051,Y,46,108,Family Unlimited
7611,F,Married,4,33839,N,46,26,Family Platinum
7612,F,Married,2,20723,N,29,26,Family Silver
7613,M,Married,2,8703,Y,23,18,Family Military
7614,M,Married,1,92401,Y,27,51,Family Platinum
7615,F,Married,1,3229,Y,44,17,Family Military
7616,F,Single,1,32684,Y,21,15,Silver
7617,F,Married,0,63354,N,36,61,Family Gold
7618,M,Married,0,14771,Y,54,82,Family Gold
7619,F,Married,4,46130,Y,34,62,Family Gold
7620,M,Single,0,58432,Y,87,26,Gold
7621,M,Single,0,28189,Y,25,60,Silver
7622,F,Single,1,241,Y,23,11,Platinum
7623,N,Married,0,66208,N,31,72,Family Gold
7624,F,Married,0,87223,N,53,18,Family Unlimited
7625,M,Married,0,32024,Y,53,115,Family Gold
7626,F,Married,1,58167,Y,50,58,Family Military
7627,M,Single,0,22169,N,23,54,Silver
7628,F,Married,2,36507,N,26,66,Family Silver
7629,F,Married,8,64510,N,40,15,Family Unlimited
7630,F,Married,1,99740,Y,26,39,Family Gold
7631,F,Single,0,15635,Y,25,11,Unlimited
7632,F,Single,0,486974,N,29,11,Gold
7633,M,Married,0,35301,Y,54,84,Family Unlimited
7634,M,Married,0,67445,Y,41,101,Family Platinum
7635,F,Single,2,25981,N,30,81,Gold
7636,M,Single,1,53969,N,28,39,Unlimited
7637,M,Married,0,7208,Y,35,21,Family Gold
7638,M,Single,2,58555,Y,30,120,Gold
7639,F,Single,0,47477,Y,18,10,Gold
7640,M,Married,0,8561,N,37,23,Family Silver
7641,M,Single,9,11902,Y,30,48,Platinum
7642,F,Married,0,91841,Y,25,4,Family Silver
7643,F,Married,1,93807,N,25,13,Family Unlimited
7644,F,Married,0,82683,Y,37,106,Family Military
7645,F,Married,0,56098,Y,54,26,Family Gold
7646,M,Married,6,15864,Y,31,41,Family Platinum
7647,M,Single,0,67027,Y,18,2,Gold
7648,M,Single,2,14664,Y,23,22,Platinum
7649,M,Single,0,99745,Y,24,68,Gold
7650,F,Single,1,26470,Y,29,58,Gold
7651,M,Single,0,41662,Y,28,19,Gold
7652,M,Single,0,793,Y,28,84,Platinum
7653,F,Married,2,82189,Y,36,68,Family Platinum
7654,M,Single,0,31375,Y,21,7,Unlimited
7655,M,Single,0,84506,Y,22,32,Unlimited
7656,M,Single,0,74579,Y,24,37,Platinum
7657,M,Married,1,374914,Y,50,2,Family Gold
7658,F,Married,0,69031,Y,34,31,Family Silver
7659,M,Married,0,38225,Y,54,22,Family Unlimited
7660,F,Single,0,1449,Y,20,15,Unlimited
7661,F,Single,0,64163,Y,25,36,Gold
7662,M,Single,1,30503,N,22,47,Unlimited
