"Age","CarOwner","EstIncome","Gender","ID","MaritalStatus","MemberShipPlan","MonthsAsCustomer","NumChildren","AccessoriesPaid","AvgMonthlySpend","BillMonthlyDate","LastBillAmount","LatePaymentCharges","LatePaymentCount","PaymentType","DroppedCalls","SupportCallsYear","SupportCallsMonth","ComplaintsYear","ComplaintsMonth","CHURN"
"49","Y","97089","M","1518","Married","Family Military","13","1","0.00","128.31","3","127.81","6.40","1","CC","3","3","0","2","1","T"
"23","Y","73413","F","1688","Single","Gold","38","2","0.00","68.56","17","68.38","6.84","2","CC","0","31","3","2","1","T"
"27","N","89226","F","1704","Single","Platinum","109","0","15.29","84.24","17","83.79","33.52","8","CC","1","46","4","0","0","T"
"28","Y","3251","N","1744","Single","Silver","95","0","0.00","45.22","3","45.22","0.00","0","Auto","1","0","0","2","1","F"
"25","Y","3217","F","1748","Single","Unlimited","64","2","51.81","106.02","17","105.21","0.00","0","Auto","3","1","1","2","1","F"
"24","N","69423","M","1757","Single","Platinum","21","2","0.00","89.21","3","88.99","4.45","1","CC","2","1","0","2","1","F"
"22","Y","38259","M","1771","Single","Platinum","50","0","0.00","104.42","17","104.10","15.62","3","CC","0","4","0","0","0","F"
"18","Y","12771","F","1799","Single","Silver","5","0","0.00","47.63","17","47.63","0.00","0","PP","2","3","3","4","2","T"
"68","Y","86366","F","1802","Married","Family Gold","95","0","0.00","119.20","3","118.76","41.57","7","CC","4","4","0","2","1","T"
"48","N","9717","M","1810","Married","Family Gold","20","0","45.01","113.59","3","111.33","0.00","0","Auto","3","1","1","2","1","F"
"32","Y","32307","F","1817","Married","Family Gold","73","4","0.00","150.30","3","150.30","0.00","0","Auto","3","0","0","0","0","F"
"23","Y","28217","F","1826","Single","Unlimited","60","1","22.50","109.03","3","108.29","21.66","4","CC","2","1","1","4","2","T"
"24","N","51540","F","1891","Married","Family Unlimited","37","3","11.18","173.26","17","172.49","17.25","2","CC","5","0","0","4","2","T"
"30","Y","39618","F","1903","Single","Silver","26","0","0.00","43.21","17","43.21","0.00","0","Auto","4","3","3","6","3","T"
"52","Y","36386","M","1960","Married","Family Gold","56","0","0.00","115.93","3","115.93","0.00","0","Auto","2","0","0","2","1","F"
"54","Y","59018","F","1997","Married","Family Gold","81","0","0.00","112.28","17","111.31","77.92","14","CK","0","51","6","0","0","T"
"69","N","16918","M","2112","Married","Family Unlimited","48","0","0.00","171.51","3","170.97","25.65","3","CC","3","2","2","4","2","F"
"27","Y","80756","F","2114","Married","Family Military","19","0","12.72","180.27","17","179.60","0.00","0","CC","0","1","0","1","0","F"
"23","Y","47933","F","2154","Single","Platinum","28","0","0.00","88.18","3","87.86","8.79","2","CC","0","7","1","0","0","F"
"46","N","81875","F","2184","Married","Family Unlimited","53","0","0.00","174.86","17","174.86","0.00","0","CC","3","0","0","2","1","T"
"49","N","43790","F","2326","Married","Family Gold","106","1","0.00","111.53","17","110.53","105.01","19","CK","3","6","6","2","1","F"
"28","Y","37460","F","2328","Single","Silver","14","0","0.00","78.90","17","78.90","0.00","0","Auto","0","3","3","0","0","F"
"27","Y","42448","F","2337","Single","Platinum","14","1","0.00","167.60","17","167.60","0.00","0","CC","5","1","1","6","3","T"
"50","Y","76522","F","2354","Married","Family Silver","115","0","0.00","87.89","17","87.89","0.00","0","Auto","0","1","0","0","0","F"
"22","N","38559","M","2499","Single","Platinum","6","0","0.00","84.89","17","84.89","0.00","0","CC","4","0","0","2","1","F"
"27","Y","96961","F","2507","Single","Platinum","31","1","0.00","90.17","3","89.44","22.36","5","CK","0","38","6","0","0","T"
"35","N","911327","M","2515","Married","Family Unlimited","81","0","27.40","172.06","17","171.72","0.00","0","CC","3","0","0","2","1","T"
"40","Y","44808","M","2659","Married","Family Platinum","70","1","0.00","147.82","17","147.82","0.00","0","Auto","2","0","0","2","1","F"
"28","Y","20666","F","2775","Single","Platinum","119","0","0.00","81.02","17","81.02","0.00","0","Auto","1","2","2","2","1","F"
"25","Y","36326","F","2837","Married","Family Gold","50","0","0.00","115.66","3","115.66","0.00","0","Auto","0","0","0","0","0","F"
"51","Y","81621","F","2838","Married","Family Unlimited","88","2","0.00","172.68","3","171.99","60.20","7","PP","4","1","1","2","1","T"
"27","Y","33618","F","2869","Married","Family Unlimited","56","0","16.10","176.48","3","175.56","35.12","4","CC","5","2","0","2","1","F"
"21","Y","65416","M","2897","Single","Silver","42","1","0.00","42.91","3","42.91","0.00","0","Auto","0","38","6","0","0","T"
"19","Y","72538","M","2928","Single","Unlimited","13","0","0.00","105.33","17","105.33","0.00","0","Auto","3","0","0","2","1","T"
"36","Y","34721","M","2939","Married","Family Unlimited","77","9","57.18","176.32","17","175.23","26.29","3","CC","0","2","0","0","0","F"
"18","Y","42063","M","2975","Single","Unlimited","11","0","7.12","105.29","3","104.64","0.00","0","CC","1","0","0","0","0","F"
"19","N","81524","M","2976","Single","Platinum","2","0","0.00","82.12","17","82.12","0.00","0","CC","2","0","0","0","0","F"
"28","Y","89264","F","3023","Single","Platinum","36","1","12.77","82.83","3","81.79","24.54","6","CK","3","3","3","0","0","T"
"27","Y","337984","F","3046","Single","Silver","47","1","19.25","41.61","17","40.85","16.34","8","CK","0","6","6","0","0","F"
"40","Y","6245","M","3110","Married","Family Military","39","0","0.00","121.00","3","121.00","0.00","0","Auto","1","0","0","0","0","F"
"54","N","11725","M","3121","Married","Family Platinum","102","0","0.00","148.51","17","148.51","0.00","0","Auto","1","0","0","0","0","F"
"23","Y","761129","F","3168","Married","Family Military","24","1","50.79","127.91","17","125.79","0.00","0","CC","3","0","0","3","2","T"
"50","Y","28283","M","3184","Married","Family Platinum","84","1","0.00","144.52","3","144.00","43.20","6","ACH","0","2","0","0","0","F"
"56","Y","72344","F","3204","Married","Family Gold","107","0","5.97","117.59","17","117.47","5.88","1","CC","1","3","0","0","0","F"
"40","Y","32401","M","3240","Married","Family Silver","3","2","0.00","88.96","3","88.96","0.00","0","CC","0","0","0","2","1","F"
"24","Y","5918","M","3258","Single","Silver","67","0","34.05","44.45","3","43.77","10.95","5","CC","0","17","7","0","0","T"
"50","N","27804","M","3266","Married","Family Unlimited","5","0","2.51","174.55","3","174.04","0.00","0","CC","5","1","0","2","1","F"
"63","N","19351","F","3279","Single","Platinum","38","0","15.99","87.31","3","86.54","12.99","3","CC","3","16","4","4","2","T"
"25","Y","43909","F","3284","Single","Platinum","60","1","28.95","88.23","17","87.74","0.00","0","Auto","1","1","1","0","0","F"
"24","Y","88355","M","3344","Single","Unlimited","30","1","13.19","108.49","17","107.87","5.40","1","PP","4","0","0","8","4","T"
"31","N","35712","F","3373","Married","Family Unlimited","90","0","22.15","183.96","3","183.00","64.05","7","PP","1","0","0","2","1","F"
"48","Y","758","M","3474","Married","Family Military","102","2","12.23","128.20","3","127.57","51.03","8","CC","3","9","1","2","1","F"
"25","N","146687","M","3501","Single","Platinum","15","0","0.00","89.23","17","88.63","8.87","2","CK","1","2","2","2","0","F"
"44","N","93422","M","3585","Married","Family Unlimited","58","1","0.00","175.85","3","175.24","35.05","4","CC","3","2","0","2","1","T"
"28","N","61474","M","3589","Single","Platinum","91","1","12.65","87.35","17","87.21","0.00","0","Auto","0","0","0","0","0","F"
"39","Y","359","F","3597","Married","Family Unlimited","59","2","0.00","176.40","3","176.40","0.00","0","Auto","3","35","3","2","1","T"
"23","N","43200","M","3615","Single","Silver","21","2","38.75","42.58","17","40.63","2.04","1","PP","0","0","0","0","0","F"
"23","N","25456","F","3620","Single","Platinum","21","2","0.00","87.28","17","87.07","4.36","1","CC","0","4","4","2","1","F"
"43","N","68277","F","3635","Married","Family Unlimited","113","4","22.37","178.48","3","178.28","0.00","0","Auto","4","2","2","7","4","T"
"35","Y","71320","M","3680","Married","Family Platinum","31","6","0.00","149.40","17","148.20","37.05","5","CK","0","20","4","0","0","T"
"27","Y","86398","F","3687","Single","Gold","98","0","0.00","60.98","3","60.76","21.27","7","CC","0","3","3","0","0","F"
"22","Y","21920","M","3691","Single","Platinum","21","1","6.47","84.64","3","84.13","4.21","1","CC","2","1","0","2","1","F"
"24","Y","708197","F","3793","Married","Family Military","38","1","0.00","123.51","17","123.18","12.32","2","CC","0","4","0","0","0","F"
"79","Y","81021","F","3804","Married","Family Military","50","0","18.12","122.94","17","122.33","12.24","2","CC","0","1","1","0","0","F"
"25","Y","25757","M","3817","Married","Family Unlimited","92","0","0.00","182.80","17","182.80","0.00","0","Auto","1","0","0","0","0","F"
"52","Y","5847","M","3880","Married","Family Silver","67","1","40.22","88.39","17","87.39","26.22","6","CC","0","0","0","0","0","F"
"63","Y","32458","M","3963","Married","Family Gold","83","0","19.19","112.20","17","111.96","0.00","0","Auto","1","16","2","1","0","T"
"20","Y","95234","M","4001","Single","Unlimited","25","0","43.11","110.22","3","108.49","0.00","0","Auto","1","7","1","0","0","F"
"31","Y","85996","F","4094","Married","Family Gold","49","1","0.00","119.61","17","119.48","5.98","1","CC","1","0","0","1","0","F"
"26","Y","20498","F","4151","Single","Silver","3","1","0.00","58.70","3","58.70","0.00","0","CC","2","2","2","2","1","F"
"27","Y","62045","M","4156","Single","Silver","80","0","51.28","44.96","3","43.93","30.76","14","CK","0","11","4","0","0","T"
"19","Y","775430","F","4249","Single","Silver","17","0","0.00","47.20","17","47.20","0.00","0","CC","3","0","0","3","2","T"
"42","Y","47045","F","4269","Married","Family Platinum","98","2","26.68","149.34","17","147.78","125.62","17","CK","2","2","2","4","2","T"
"28","N","16675","F","4326","Married","Family Silver","106","0","0.00","84.99","17","84.86","12.73","3","CC","0","0","0","0","0","F"
"53","N","70675","M","4349","Married","Family Platinum","32","0","16.86","144.47","3","142.82","35.71","5","CK","2","6","6","2","1","F"
"23","Y","75561","F","4410","Married","Family Silver","32","1","0.00","82.34","3","82.08","8.21","2","CC","1","0","0","0","0","F"
"19","Y","19574","M","4430","Single","Gold","15","1","20.33","66.04","3","64.46","3.23","1","CC","1","47","6","0","0","T"
"26","Y","53912","F","4463","Married","Family Gold","29","0","14.40","114.89","3","114.00","11.40","2","CC","1","0","0","0","0","F"
"26","N","90063","F","4501","Single","Unlimited","60","0","21.76","108.17","3","106.91","53.46","10","CK","4","14","3","6","3","T"
"22","N","81835","F","4508","Single","Unlimited","53","0","0.00","107.96","17","107.85","5.40","1","CC","4","1","1","6","3","T"
"22","Y","18014","F","4563","Single","Platinum","10","0","30.11","90.38","17","87.36","0.00","0","CC","2","0","0","0","0","F"
"39","N","24327","M","4614","Married","Family Unlimited","89","2","0.00","172.84","17","171.30","137.04","16","CK","3","2","2","0","0","F"
"41","N","75618","M","4665","Married","Family Gold","35","1","40.31","118.20","3","117.04","0.00","0","Auto","0","1","0","0","0","F"
"26","Y","80736","F","4688","Single","Gold","60","0","0.00","68.01","17","67.84","10.18","3","CC","2","4","4","2","1","F"
"29","Y","65944","M","4695","Married","Family Gold","99","2","0.00","112.80","3","111.83","95.06","17","CK","0","5","5","0","0","F"
"28","Y","71169","F","4751","Married","Family Silver","26","1","36.63","90.18","17","88.60","4.43","1","CC","2","0","0","2","1","F"
"37","N","75946","F","4794","Married","Family Platinum","103","0","15.50","143.11","3","141.72","127.55","18","CK","0","25","6","0","0","T"
"40","N","4030","F","4795","Married","Family Military","57","0","0.00","123.21","3","122.77","24.56","4","CC","0","3","0","0","0","F"
"30","Y","31015","F","4849","Single","Platinum","51","1","0.00","83.55","17","83.46","4.18","1","CC","4","4","4","6","4","T"
"30","N","347","M","4891","Married","Family Silver","63","1","50.92","81.21","3","80.08","20.02","5","CC","3","0","0","0","0","F"
"34","Y","43664","M","4961","Married","Family Silver","56","0","0.00","89.36","17","89.20","8.92","2","ACH","0","0","0","0","0","F"
"21","N","76084","F","4998","Single","Platinum","39","0","0.00","86.87","17","86.87","0.00","0","Auto","3","0","0","3","2","T"
"29","N","65496","F","5068","Single","Platinum","10","0","4.32","88.86","3","88.42","0.00","0","CC","0","4","4","0","0","F"
"21","Y","35136","F","5076","Single","Unlimited","8","0","0.00","101.72","17","101.72","0.00","0","CC","1","3","3","0","0","F"
"33","Y","50902","F","5082","Married","Family Gold","35","2","0.00","116.64","3","116.64","0.00","0","Auto","0","0","0","0","0","F"
"51","Y","30002","F","5083","Married","Family Silver","69","1","0.00","87.90","17","87.14","52.29","12","CK","0","6","6","0","0","F"
"29","N","416149","F","5103","Single","Silver","89","0","0.00","45.09","17","45.09","0.00","0","Auto","4","20","4","4","3","T"
"35","N","69212","F","5157","Married","Family Military","16","2","31.30","128.24","3","125.49","12.55","2","CK","1","41","6","0","0","T"
"54","Y","55799","M","5163","Married","Family Silver","112","0","0.00","89.45","3","89.45","0.00","0","Auto","2","0","0","0","0","F"
"19","Y","20365","M","5229","Single","Platinum","17","2","21.68","90.55","3","89.01","4.46","1","PP","2","1","0","0","0","F"
"25","Y","30639","F","5234","Married","Family Unlimited","95","1","23.20","176.27","3","176.02","0.00","0","Auto","5","0","0","3","2","T"
"19","N","704746","M","5240","Single","Unlimited","15","0","0.00","101.75","3","101.41","5.08","1","CC","0","0","0","0","0","F"
"48","Y","58418","F","5256","Married","Family Unlimited","100","1","0.00","178.92","17","178.92","0.00","0","Auto","4","3","0","7","4","T"
"26","Y","13970","M","5283","Single","Silver","40","1","0.00","44.17","17","44.17","0.00","0","Auto","2","72","7","2","1","T"
"27","N","48740","F","5320","Married","Family Silver","53","1","0.00","85.31","17","84.59","38.07","9","CK","0","17","2","2","1","T"
"37","N","9294","M","5354","Married","Family Platinum","17","2","37.03","151.55","3","148.06","22.21","3","CK","0","2","2","0","0","F"
"26","N","97441","F","5410","Single","Unlimited","7","2","21.39","112.20","3","109.14","0.00","0","Auto","0","0","0","0","0","F"
"43","Y","53389","F","5415","Married","Family Platinum","99","0","0.00","148.43","17","147.83","59.14","8","ACH","3","1","0","0","0","F"
"29","N","30266","M","5419","Single","Gold","107","0","1.12","61.03","17","61.01","0.00","0","Auto","0","43","8","0","0","T"
"19","Y","49684","F","5447","Single","Unlimited","4","1","0.00","107.18","17","107.18","0.00","0","Auto","1","1","1","0","0","F"
"27","Y","18922","M","5471","Single","Unlimited","20","0","43.88","107.90","17","104.91","15.74","3","CK","3","13","4","0","0","T"
"25","Y","88581","M","5487","Single","Platinum","28","0","43.52","93.06","3","91.50","0.00","0","Auto","0","4","0","0","0","F"
"39","N","26955","M","5514","Married","Family Military","21","1","7.38","161.60","17","160.10","24.02","3","CK","2","2","2","4","2","T"
"29","N","21332","M","5518","Single","Unlimited","28","0","0.00","102.81","3","102.44","10.25","2","ACH","1","2","0","0","0","F"
"35","N","82991","F","5522","Married","Family Military","1","0","57.31","184.09","17","126.78","0.00","0","Auto","3","0","0","2","1","T"
"42","Y","23270","F","5646","Married","Family Unlimited","69","1","0.00","171.57","3","171.57","0.00","0","Auto","1","41","4","2","1","T"
"20","Y","10057","M","5647","Single","Silver","28","0","28.32","67.05","17","65.80","6.58","2","PP","0","0","0","0","0","F"
"23","N","89285","F","5677","Single","Platinum","62","1","0.00","81.52","3","81.25","16.25","4","PP","1","2","2","0","0","F"
"26","N","823931","F","5694","Single","Unlimited","79","5","0.00","108.10","17","107.69","32.31","6","ACH","4","4","4","2","1","T"
"54","Y","26697","M","5700","Married","Family Unlimited","85","0","30.60","174.34","17","173.98","0.00","0","Auto","1","0","0","2","1","F"
"35","Y","25817","F","5738","Married","Family Gold","96","1","0.00","112.00","17","112.00","0.00","0","Auto","1","0","0","2","1","F"
"32","Y","21782","F","5753","Married","Family Platinum","60","0","14.01","141.75","3","141.04","28.21","4","CC","3","0","0","2","1","F"
"18","N","95885","M","5770","Single","Unlimited","5","0","0.00","108.43","17","108.43","0.00","0","Auto","2","3","0","3","2","T"
"36","Y","54486","M","5897","Married","Family Gold","47","1","0.00","115.18","3","114.20","45.68","8","CK","2","2","2","4","2","T"
"24","Y","40008","F","5908","Married","Family Platinum","37","0","0.00","140.42","3","140.04","14.01","2","CC","2","0","0","0","0","F"
"48","Y","7633","M","5921","Married","Family Platinum","109","1","11.16","141.30","17","141.13","7.06","1","ACH","0","0","0","2","0","F"
"25","Y","11178","M","5926","Single","Platinum","57","1","2.62","87.40","3","87.04","17.41","4","ACH","0","0","0","0","0","F"
"51","Y","634600","M","5949","Married","Family Platinum","64","1","0.00","144.30","17","144.30","0.00","0","PP","0","0","0","0","0","F"
"24","Y","75025","M","5955","Married","Family Unlimited","36","0","0.00","172.99","17","172.51","17.26","2","CC","5","0","0","2","1","T"
"34","Y","86782","F","5967","Married","Family Gold","1","6","29.83","146.50","3","116.67","0.00","0","Auto","4","1","0","4","2","T"
"25","N","59774","F","5985","Single","Unlimited","50","1","0.00","186.20","17","186.20","0.00","0","Auto","4","0","0","3","2","T"
"25","Y","84738","M","6038","Single","Unlimited","69","0","0.00","108.18","17","107.24","64.35","12","CK","4","15","6","4","2","T"
"23","Y","9163","M","6079","Single","Unlimited","21","2","0.00","106.15","17","105.89","5.30","1","CC","3","0","0","2","1","F"
"27","N","94907","M","6088","Single","Silver","2","1","44.74","70.23","17","47.86","0.00","0","CC","2","7","7","0","0","F"
"23","Y","77341","M","6177","Single","Platinum","10","1","35.91","90.67","3","87.07","0.00","0","PP","0","0","0","0","0","F"
"18","Y","241962","M","6195","Single","Platinum","5","0","0.00","82.01","3","82.01","0.00","0","CC","4","0","0","5","4","T"
"27","N","70057","M","6227","Single","Gold","64","0","23.09","64.95","3","64.58","0.00","0","Auto","1","71","8","2","0","T"
"23","Y","90534","M","6263","Married","Family Silver","29","2","0.00","119.30","3","119.30","0.00","0","Auto","0","0","0","1","0","F"
"28","Y","1875","M","6271","Single","Silver","15","0","0.00","49.58","3","49.41","2.48","1","CC","0","2","2","0","0","F"
"47","Y","65708","M","6393","Married","Family Platinum","27","1","0.00","146.68","17","146.40","7.32","1","ACH","0","0","0","0","0","F"
"49","N","369719","M","6413","Married","Family Unlimited","82","0","0.00","264.75","3","262.50","183.75","14","CK","1","11","3","2","1","T"
"30","Y","73496","M","6419","Single","Gold","66","1","0.00","69.69","17","69.69","0.00","0","Auto","0","0","0","2","0","F"
"53","Y","28156","F","6465","Married","Family Silver","25","0","0.00","83.49","17","83.49","0.00","0","Auto","1","3","0","0","0","F"
"22","N","87263","M","6467","Single","Unlimited","17","1","46.68","103.30","3","100.55","0.00","0","Auto","1","1","1","0","0","F"
"46","N","44263","F","6482","Married","Family Unlimited","91","3","44.35","175.09","3","173.93","60.88","7","CC","2","0","0","2","1","F"
"27","N","89350","F","6498","Single","Platinum","49","7","0.00","83.22","17","83.22","0.00","0","Auto","3","3","3","2","1","T"
"24","Y","30854","M","6594","Single","Unlimited","19","1","0.00","105.67","3","105.39","5.27","1","CC","3","0","0","0","0","F"
"26","Y","305000","F","6604","Single","Silver","13","1","0.00","43.61","17","43.61","0.00","0","CC","3","0","0","2","1","T"
"31","Y","57725","F","6615","Married","Family Gold","44","0","0.00","118.47","17","118.47","0.00","0","CC","2","0","0","0","0","F"
"27","Y","7648","F","6675","Married","Family Military","49","1","0.00","211.75","3","211.10","31.67","3","CC","0","16","3","0","0","T"
"29","Y","15262","F","6768","Single","Platinum","119","2","0.00","86.16","17","86.05","12.91","3","CC","2","16","2","2","1","T"
"52","N","30498","F","6791","Married","Family Unlimited","74","3","14.09","179.80","17","178.04","115.73","13","CK","2","33","5","3","2","T"
"49","N","12236","M","6820","Married","Family Gold","66","2","39.44","118.36","3","117.31","29.33","5","CC","0","0","0","2","1","F"
"28","Y","77929","F","6874","Married","Family Unlimited","65","0","0.00","172.38","17","170.93","94.02","11","CK","0","3","3","2","1","F"
"26","Y","77563","F","6917","Married","Family Military","108","2","28.94","131.00","17","129.59","123.12","19","CK","3","17","4","2","1","T"
"18","Y","34204","F","6937","Single","Gold","7","0","7.68","61.91","17","60.81","0.00","0","CC","3","22","2","4","2","T"
"24","Y","25987","F","6969","Single","Silver","72","0","0.00","43.14","3","42.99","10.75","5","PP","3","12","4","2","1","T"
"38","N","443103","M","6982","Married","Family Gold","67","1","0.00","113.09","3","113.09","0.00","0","Auto","1","1","0","0","0","F"
"26","Y","661502","M","6987","Single","Platinum","74","0","9.37","88.59","3","88.16","22.04","5","CC","0","0","0","2","1","F"
"22","Y","882","F","7002","Single","Unlimited","8","0","0.00","101.99","3","101.99","0.00","0","Auto","5","0","0","10","5","T"
"20","Y","51106","F","7038","Single","Silver","18","1","0.00","41.06","17","41.06","0.00","0","Auto","0","3","3","0","0","F"
"54","Y","85884","F","7054","Married","Family Military","58","0","5.22","123.35","3","122.83","24.57","4","PP","0","0","0","0","0","F"
"22","Y","89311","M","7081","Single","Unlimited","42","0","36.55","109.35","3","108.09","16.22","3","CC","5","1","0","4","2","T"
"21","Y","439743","F","7094","Single","Silver","29","0","0.00","46.30","17","46.22","2.32","1","CC","1","4","4","0","0","F"
"20","Y","80394","M","7127","Single","Unlimited","30","2","0.00","103.37","17","103.19","5.16","1","CC","2","4","0","3","2","T"
"41","Y","908980","M","7130","Married","Family Gold","71","1","0.00","112.51","17","112.51","0.00","0","Auto","1","0","0","0","0","F"
"29","N","40064","F","7144","Married","Family Military","22","9","54.41","219.77","3","216.80","10.84","1","CC","2","0","0","2","1","F"
"22","Y","223104","M","7244","Single","Platinum","5","0","56.11","99.63","3","88.40","0.00","0","PP","3","0","0","3","2","T"
"25","N","800985","F","7255","Single","Unlimited","49","0","0.00","113.00","3","113.00","0.00","0","Auto","1","13","4","0","0","T"
"21","N","47625","F","7311","Single","Platinum","10","2","57.54","87.58","17","81.82","0.00","0","CC","0","12","2","2","1","T"
"26","Y","12496","F","7336","Married","Family Unlimited","2","2","0.00","178.52","3","178.52","0.00","0","Auto","0","0","0","0","0","F"
"20","N","74228","F","7358","Single","Silver","24","0","3.01","41.14","17","40.92","2.05","1","PP","5","4","4","4","2","T"
"20","N","35481","M","7391","Single","Gold","19","0","26.39","133.44","17","131.70","6.59","1","CC","0","6","2","0","0","F"
"21","Y","38098","M","7429","Single","Silver","40","1","52.74","45.34","3","43.85","6.58","3","CC","0","44","6","0","0","T"
"24","Y","17410","M","7432","Single","Silver","43","1","0.00","129.60","17","129.00","25.80","4","CC","0","0","0","0","0","F"
"36","Y","16340","F","7495","Married","Family Unlimited","38","2","0.00","172.17","17","172.17","0.00","0","Auto","5","4","0","6","5","F"
"18","Y","898417","M","7515","Single","Gold","4","0","8.85","64.89","3","62.67","0.00","0","Auto","2","2","0","2","1","F"
"24","Y","28441","M","7523","Single","Unlimited","18","0","4.36","103.37","3","102.84","5.15","1","CC","0","3","0","0","0","F"
"29","Y","869114","M","7589","Single","Gold","77","1","0.00","124.77","17","124.60","12.46","2","CC","0","1","1","0","0","F"
"19","Y","6197","M","7605","Single","Unlimited","11","0","47.24","110.14","3","105.84","0.00","0","CC","0","0","0","2","0","F"
"21","Y","32684","F","7616","Single","Silver","15","1","0.00","45.77","3","45.61","2.29","1","CC","0","4","4","0","0","F"
"41","Y","67445","M","7634","Married","Family Platinum","101","0","0.00","141.57","17","141.15","42.35","6","ACH","3","2","0","2","1","T"
"23","Y","14664","M","7648","Single","Platinum","22","2","0.00","139.22","3","138.90","6.95","1","CC","3","1","0","2","1","F"
"49","Y","40485","F","7699","Married","Family Silver","76","2","0.00","83.77","3","83.44","25.04","6","CC","4","1","0","6","3","T"
"18","Y","54746","F","7716","Single","Unlimited","2","2","0.00","101.92","17","101.92","0.00","0","CC","1","3","3","0","0","F"
"50","Y","79096","M","7730","Married","Family Unlimited","91","2","0.00","172.30","17","170.79","136.64","16","CK","0","32","4","0","0","T"
"53","Y","6068","M","7766","Married","Family Silver","5","0","0.00","86.04","3","86.04","0.00","0","PP","0","0","0","2","1","F"
"36","Y","251977","M","7830","Married","Family Silver","1","0","21.11","109.71","17","88.60","0.00","0","CC","2","0","0","1","0","F"
"31","Y","75052","M","7839","Married","Family Military","30","1","0.00","125.09","17","124.67","12.47","2","CC","0","2","0","2","0","F"
"33","Y","60591","F","7846","Married","Family Platinum","32","1","0.00","204.84","17","204.20","20.42","2","CC","1","0","0","0","0","F"
"24","Y","4553","F","7880","Married","Family Military","39","0","42.96","122.41","17","120.99","12.10","2","CC","1","0","0","2","1","F"
"51","Y","41053","F","7913","Married","Family Silver","27","2","0.00","86.62","17","86.62","0.00","0","Auto","0","0","0","0","0","F"
"25","N","791974","M","7915","Single","Silver","23","0","0.00","43.37","17","43.37","0.00","0","Auto","3","33","5","4","2","T"
"22","Y","50157","F","7928","Single","Unlimited","8","0","0.00","104.56","17","104.56","0.00","0","Auto","5","4","4","6","3","T"
"29","N","934524","M","8080","Single","Platinum","95","0","0.00","83.18","17","82.91","24.88","6","CC","3","3","0","2","1","T"
"34","N","76205","M","8102","Married","Family Platinum","55","0","32.94","141.57","3","140.97","0.00","0","Auto","0","0","0","0","0","F"
"20","Y","34515","F","8118","Single","Gold","14","0","24.48","70.76","3","68.76","3.44","1","CC","3","4","4","2","1","F"
"37","Y","59732","F","8213","Married","Family Military","107","2","0.00","123.58","3","123.11","49.25","8","ACH","0","0","0","2","0","F"
"42","N","42971","F","8258","Married","Family Gold","117","0","0.00","117.42","17","117.42","0.00","0","Auto","3","0","0","0","0","F"
"28","Y","16502","M","8285","Single","Silver","77","0","0.00","45.80","17","45.62","13.69","6","CC","0","15","2","2","1","T"
"24","Y","49462","F","8323","Single","Platinum","50","1","0.00","89.23","3","88.96","13.35","3","PP","1","3","3","0","0","F"
"36","Y","48823","M","8330","Married","Family Gold","52","4","0.00","114.49","3","114.05","22.81","4","CC","0","0","0","0","0","F"
"28","Y","49530","M","8332","Single","Gold","17","1","36.78","71.95","3","69.78","0.00","0","Auto","3","0","0","3","2","T"
"51","Y","28347","M","8423","Married","Family Silver","26","2","55.93","87.12","17","84.96","0.00","0","Auto","0","0","0","2","1","F"
"51","Y","81188","M","8446","Married","Family Gold","88","0","35.51","112.29","17","111.69","16.76","3","ACH","3","0","0","2","1","T"
"21","Y","96158","M","8606","Single","Platinum","37","1","2.88","80.24","17","80.05","4.01","1","PP","3","0","0","2","1","T"
"23","Y","20123","M","8697","Single","Silver","41","1","0.00","43.43","3","43.43","0.00","0","Auto","3","0","0","2","1","F"
"25","Y","112626","M","8784","Single","Platinum","6","2","28.77","93.99","3","89.19","0.00","0","CC","3","2","0","2","1","T"
"93","N","28069","M","8806","Single","Platinum","84","0","0.00","87.24","3","87.24","0.00","0","Auto","0","0","0","0","0","F"
"28","Y","72842","F","8810","Single","Unlimited","9","1","0.00","109.27","17","108.66","5.44","1","CK","1","6","6","0","0","F"
"33","Y","54984","F","8822","Married","Family Platinum","30","1","0.00","145.32","17","145.32","0.00","0","Auto","2","0","0","2","1","F"
"27","Y","42203","M","8847","Single","Gold","36","1","0.00","66.31","17","66.31","0.00","0","Auto","0","8","3","0","0","F"
"27","Y","90642","F","8858","Single","Platinum","2","2","0.00","88.77","17","88.77","0.00","0","Auto","4","4","4","7","4","F"
"61","Y","272663","F","8877","Married","Family Platinum","51","0","4.75","148.16","3","147.48","29.50","4","ACH","2","1","1","3","2","T"
"25","Y","99561","M","8906","Single","Platinum","14","0","0.00","89.18","17","89.18","0.00","0","CC","5","0","0","4","2","T"
"30","Y","53794","M","8917","Married","Family Gold","13","0","42.49","119.03","3","115.76","0.00","0","Auto","0","0","0","0","0","F"
"92","Y","77875","M","8944","Single","Silver","31","0","0.00","41.89","17","41.75","4.18","2","CC","1","30","7","0","0","T"
"21","N","93642","M","8951","Single","Unlimited","46","1","0.00","102.42","3","102.08","15.32","3","CC","2","4","0","0","0","F"
"25","N","92681","M","9097","Married","Family Platinum","10","1","0.00","144.61","17","144.61","0.00","0","Auto","0","2","2","0","0","F"
"22","Y","39653","F","9100","Single","Silver","40","1","0.00","40.79","17","40.79","0.00","0","Auto","1","11","4","0","0","T"
