ID,DroppedCalls,SupportCallsYear,SupportCallsMonth,ComplaintsYear,ComplaintsMonth
6562,5,0,0,4,3
6563,4,4,4,5,3
6564,0,6,1,0,0
6565,0,0,0,2,1
6566,0,5,5,0,0
6567,2,0,0,2,1
6568,0,53,6,0,0
6569,0,0,0,0,0
6570,0,3,3,2,1
6571,0,47,8,0,0
6572,4,4,4,3,2
6573,1,0,0,2,1
6574,3,6,6,2,1
6575,0,41,5,2,1
6576,4,14,2,4,2
6577,4,0,0,2,1
6578,2,1,0,0,0
6579,1,2,0,0,0
6580,0,2,2,0,0
6581,1,8,2,2,1
6582,2,4,1,0,0
6583,0,12,4,0,0
6584,0,33,6,0,0
6585,1,1,0,0,0
6586,0,2,2,2,1
6587,3,5,5,1,0
6588,1,4,4,2,0
6589,5,5,5,9,5
6590,2,0,0,0,0
6591,0,3,0,1,0
6592,5,4,4,2,1
6593,5,21,3,6,4
6594,3,0,0,0,0
6595,0,0,0,0,0
6596,3,3,3,2,1
6597,2,1,1,4,2
6598,4,0,0,3,2
6599,3,0,0,0,0
6600,1,0,0,0,0
6601,3,3,3,2,1
6602,5,1,0,2,1
6603,0,0,0,0,0
6604,3,0,0,2,1
6605,3,8,1,2,1
6606,3,3,0,0,0
6607,2,0,0,2,1
6608,0,0,0,2,1
6609,3,10,2,0,0
6610,2,0,0,2,1
6611,3,3,0,3,2
6612,2,10,2,3,2
6613,1,3,0,2,1
6614,0,1,0,0,0
6615,2,0,0,0,0
6616,4,0,0,6,3
6617,3,10,1,3,2
6618,0,0,0,0,0
6619,2,4,0,4,2
6620,3,2,2,3,2
6621,0,0,0,0,0
6622,2,13,4,2,1
6623,3,1,0,0,0
6624,0,3,0,2,1
6625,0,0,0,0,0
6626,1,3,0,0,0
6627,1,7,2,1,0
6628,0,2,2,0,0
6629,4,0,0,2,1
6630,3,3,3,2,1
6631,2,0,0,4,2
6632,1,6,6,0,0
6633,2,0,0,0,0
6634,3,3,0,0,0
6635,2,24,8,0,0
6636,3,4,0,2,1
6637,3,13,2,0,0
6638,3,0,0,3,2
6639,3,26,3,4,2
6640,2,2,2,2,1
6641,2,20,4,0,0
6642,0,0,0,0,0
6643,1,6,2,2,1
6644,0,6,6,0,0
6645,5,0,0,5,3
6646,3,0,0,4,2
6647,3,0,0,4,2
6648,0,3,3,0,0
6649,2,1,1,2,1
6650,0,9,2,2,1
6651,5,21,3,7,4
6652,0,0,0,2,1
6653,1,0,0,0,0
6654,3,0,0,2,1
6655,0,4,0,2,1
6656,5,12,4,6,3
6657,0,0,0,2,1
6658,0,6,1,0,0
6659,0,2,2,0,0
6660,2,0,0,4,2
6661,3,0,0,2,1
6662,1,0,0,0,0
6663,0,1,0,2,1
6664,1,22,3,2,1
6665,4,0,0,4,2
6666,0,0,0,0,0
6667,4,3,0,2,1
6668,2,0,0,2,1
6669,2,0,0,3,2
6670,0,8,3,0,0
6671,1,0,0,1,0
6672,1,1,1,0,0
6673,1,0,0,0,0
6674,3,9,5,0,0
6675,0,16,3,0,0
6676,2,4,0,2,1
6677,0,2,2,0,0
6678,4,0,0,2,1
6679,0,24,3,1,0
6680,0,0,0,2,1
6681,4,2,0,3,2
6682,2,5,1,0,0
6683,2,3,3,0,0
6684,0,0,0,2,1
6685,0,8,3,0,0
6686,3,0,0,2,1
6687,0,3,0,0,0
6688,4,0,0,8,4
6689,3,0,0,4,2
6690,1,1,1,0,0
6691,2,4,4,2,1
6692,5,0,0,8,4
6693,3,0,0,2,1
6694,3,2,2,2,1
6695,0,0,0,0,0
6696,1,0,0,2,1
6697,0,0,0,2,1
6698,2,5,5,1,0
6699,0,10,2,0,0
6700,3,2,0,0,0
6701,0,1,0,2,1
6702,0,0,0,2,1
6703,1,2,2,0,0
6704,0,0,0,0,0
6705,0,4,0,2,1
6706,5,3,3,2,1
6707,5,0,0,9,5
6708,4,2,2,2,1
6709,0,0,0,0,0
6710,1,11,6,2,1
6711,1,24,4,1,0
6712,2,0,0,4,2
6713,0,4,0,2,1
6714,0,12,3,0,0
6715,0,0,0,0,0
6716,2,0,0,4,2
6717,0,1,0,2,1
6718,1,0,0,0,0
6719,3,43,4,3,2
6720,5,0,0,4,3
6721,3,7,1,4,2
6722,4,0,0,4,2
6723,3,1,1,0,0
6724,0,0,0,2,0
6725,0,4,4,0,0
6726,1,0,0,0,0
6727,0,3,0,0,0
6728,1,3,3,0,0
6729,0,14,2,0,0
6730,0,0,0,0,0
6731,0,8,8,0,0
6732,1,0,0,0,0
6733,0,7,7,0,0
6734,0,1,1,0,0
6735,3,0,0,2,1
6736,1,0,0,0,0
6737,3,2,2,2,1
6738,1,0,0,0,0
6739,0,0,0,2,1
6740,4,2,2,8,4
6741,2,0,0,2,1
6742,5,6,1,6,5
6743,5,31,5,4,3
6744,0,0,0,0,0
6745,3,2,2,2,1
6746,2,4,0,2,1
6747,0,19,3,0,0
6748,0,24,5,0,0
6749,1,19,5,2,1
6750,3,8,1,0,0
6751,3,0,0,2,1
6752,0,4,0,2,1
6753,0,0,0,0,0
6754,2,0,0,2,1
6755,0,11,6,2,1
6756,4,0,0,3,2
6757,2,21,2,2,1
6758,0,0,0,1,0
6759,1,0,0,0,0
6760,0,4,0,2,1
6761,4,0,0,4,2
6762,1,0,0,2,1
6763,0,0,0,0,0
6764,0,0,0,2,1
6765,2,0,0,0,0
6766,3,1,1,0,0
6767,5,0,0,5,3
6768,2,16,2,2,1
6769,0,3,0,0,0
6770,0,1,1,0,0
6771,0,0,0,0,0
6772,5,3,3,8,4
6773,0,2,0,0,0
6774,0,0,0,0,0
6775,1,6,6,0,0
6776,1,41,6,2,1
6777,3,0,0,2,1
6778,1,11,2,0,0
6779,1,0,0,2,1
6780,0,0,0,0,0
6781,0,6,6,0,0
6782,0,6,6,0,0
6783,0,0,0,2,1
6784,0,13,3,2,1
6785,2,3,0,3,2
6786,2,1,1,2,1
6787,2,42,4,4,2
6788,0,1,0,0,0
6789,4,3,3,2,1
6790,0,0,0,0,0
6791,2,33,5,3,2
6792,1,16,2,0,0
6793,1,0,0,0,0
6794,0,0,0,0,0
6795,0,1,1,0,0
6796,1,20,3,0,0
6797,2,0,0,0,0
6798,1,0,0,2,1
6799,3,23,5,0,0
6800,0,0,0,0,0
6801,0,0,0,0,0
6802,3,0,0,0,0
6803,0,8,8,2,1
6804,0,0,0,2,1
6805,0,3,0,1,0
6806,0,9,2,0,0
6807,5,23,6,5,3
6808,2,0,0,2,1
6809,3,1,1,2,1
6810,0,0,0,0,0
6811,2,1,1,2,1
6812,0,11,3,2,1
6813,3,7,2,2,1
6814,1,2,0,2,0
6815,2,11,1,2,1
6816,1,5,5,0,0
6817,5,1,0,4,3
6818,3,4,4,0,0
6819,0,0,0,0,0
6820,0,0,0,2,1
6821,0,1,1,0,0
6822,2,0,0,2,1
6823,0,0,0,0,0
6824,0,10,2,2,1
6825,3,4,4,2,1
6826,3,3,3,2,1
6827,1,13,3,0,0
6828,0,22,3,2,1
6829,0,21,5,0,0
6830,3,2,0,2,1
6831,2,21,2,2,1
6832,2,0,0,0,0
6833,3,1,0,2,1
6834,0,6,6,2,1
6835,1,39,6,2,1
6836,0,0,0,0,0
6837,4,2,2,7,4
6838,1,5,5,0,0
6839,0,4,4,0,0
6840,5,2,0,2,1
6841,3,0,0,0,0
6842,0,0,0,0,0
6843,0,7,2,0,0
6844,3,22,4,0,0
6845,4,1,0,7,4
6846,3,0,0,2,1
6847,4,0,0,2,1
6848,3,0,0,2,1
6849,2,20,2,2,1
6850,0,5,5,2,1
6851,0,0,0,0,0
6852,0,22,6,0,0
6853,5,53,5,8,5
6854,3,2,2,4,2
6855,3,0,0,2,1
6856,4,1,1,5,4
6857,2,6,6,2,1
6858,0,0,0,0,0
6859,0,1,1,0,0
6860,0,0,0,0,0
6861,3,0,0,2,1
6862,0,1,0,0,0
6863,1,0,0,2,1
6864,0,3,0,0,0
6865,3,3,0,2,1
6866,3,0,0,2,1
6867,4,7,1,4,2
6868,2,0,0,4,2
6869,2,0,0,3,2
6870,2,3,0,3,2
6871,2,0,0,2,1
6872,4,1,1,3,2
6873,3,0,0,0,0
6874,0,3,3,2,1
6875,1,0,0,2,1
6876,4,4,0,4,3
6877,1,0,0,0,0
6878,3,1,1,4,2
6879,3,0,0,3,2
6880,0,1,1,0,0
6881,0,4,0,0,0
6882,2,2,2,3,2
6883,0,3,3,2,1
6884,0,19,4,2,1
6885,0,3,3,0,0
6886,1,0,0,2,1
6887,5,3,3,2,1
6888,4,22,2,4,2
6889,0,4,4,0,0
6890,0,0,0,0,0
6891,0,18,4,0,0
6892,0,0,0,0,0
6893,0,3,3,2,1
6894,0,0,0,0,0
6895,2,0,0,0,0
6896,0,4,0,0,0
6897,2,14,3,3,2
6898,3,10,1,0,0
6899,5,9,3,2,1
6900,4,2,2,2,1
6901,1,3,3,0,0
6902,1,2,2,2,0
6903,0,13,6,0,0
6904,0,0,0,2,1
6905,3,0,0,0,0
6906,1,5,5,0,0
6907,3,11,4,4,2
6908,3,5,5,0,0
6909,1,1,1,2,1
6910,4,1,1,2,1
6911,0,0,0,0,0
6912,2,2,0,4,2
6913,1,3,0,2,1
6914,2,0,0,0,0
6915,0,21,5,2,1
6916,5,0,0,10,5
6917,3,17,4,2,1
6918,3,1,0,2,1
6919,1,2,0,2,0
6920,4,0,0,5,3
6921,0,3,0,2,1
6922,3,0,0,3,2
6923,0,1,1,0,0
6924,1,11,3,2,1
6925,0,6,6,0,0
6926,4,2,2,4,3
6927,2,36,4,0,0
6928,0,1,1,0,0
6929,0,0,0,0,0
6930,2,80,8,4,2
6931,1,1,1,0,0
6932,0,0,0,0,0
6933,2,4,4,3,2
6934,0,0,0,2,1
6935,0,4,0,2,1
6936,0,0,0,2,1
6937,3,22,2,4,2
6938,2,5,5,2,1
6939,1,4,0,0,0
6940,0,1,0,0,0
6941,2,11,3,2,1
6942,1,5,1,0,0
6943,1,2,0,2,1
6944,0,0,0,0,0
6945,3,3,3,0,0
6946,0,0,0,0,0
6947,2,8,8,0,0
6948,0,4,0,2,1
6949,0,4,0,0,0
6950,0,3,3,0,0
6951,3,30,3,4,2
6952,3,1,1,0,0
6953,0,3,3,0,0
6954,0,1,0,0,0
6955,2,2,2,2,1
6956,5,2,2,2,1
6957,3,21,5,0,0
6958,4,4,0,2,1
6959,0,3,0,0,0
6960,3,1,1,0,0
6961,0,1,1,0,0
6962,1,4,4,1,0
6963,0,23,4,0,0
6964,5,7,3,6,3
6965,1,1,1,1,0
6966,0,35,4,0,0
6967,1,2,2,0,0
6968,1,15,8,2,1
6969,3,12,4,2,1
6970,0,0,0,0,0
6971,1,2,0,0,0
6972,0,0,0,2,1
6973,0,7,1,0,0
6974,1,2,0,0,0
6975,0,0,0,2,1
6976,4,7,7,2,1
6977,0,14,2,2,1
6978,1,4,0,2,0
6979,0,0,0,0,0
6980,2,4,0,0,0
6981,2,2,2,4,2
6982,1,1,0,0,0
6983,0,4,0,0,0
6984,3,10,2,4,2
6985,3,13,4,4,2
6986,3,0,0,3,2
6987,0,0,0,2,1
6988,1,1,0,0,0
6989,5,7,1,7,5
6990,2,0,0,0,0
6991,3,9,2,2,1
6992,0,0,0,0,0
6993,5,57,7,3,2
6994,4,21,5,6,3
6995,5,0,0,6,3
6996,0,4,0,0,0
6997,2,0,0,2,1
6998,0,0,0,0,0
6999,3,2,2,4,2
7000,3,0,0,2,1
7001,2,2,2,2,1
7002,5,0,0,10,5
7003,0,0,0,0,0
7004,0,23,3,0,0
7005,3,1,0,0,0
7006,4,0,0,4,2
7007,3,32,3,3,2
7008,1,0,0,2,1
7009,0,53,6,2,0
7010,1,12,3,2,1
7011,2,0,0,2,1
7012,0,3,0,0,0
7013,1,2,0,0,0
7014,0,3,3,0,0
7015,0,15,2,1,0
7016,0,0,0,0,0
7017,3,0,0,0,0
7018,2,3,0,2,1
7019,0,10,2,0,0
7020,3,14,3,3,2
7021,1,21,4,2,1
7022,0,0,0,0,0
7023,0,2,2,0,0
7024,3,1,0,2,1
7025,0,4,4,0,0
7026,5,4,4,6,4
7027,1,4,0,2,0
7028,0,4,4,0,0
7029,0,0,0,0,0
7030,0,0,0,0,0
7031,2,1,0,3,2
7032,4,2,2,5,3
7033,3,4,4,1,0
7034,4,1,0,6,4
7035,3,17,2,2,1
7036,1,4,4,0,0
7037,5,2,0,2,1
7038,0,3,3,0,0
7039,1,41,7,2,1
7040,0,2,2,0,0
7041,2,3,3,2,1
7042,2,3,0,4,2
7043,0,2,0,0,0
7044,2,1,1,2,1
7045,3,5,5,0,0
7046,3,1,1,2,1
7047,2,1,1,2,1
7048,0,2,2,0,0
7049,0,0,0,0,0
7050,4,3,3,2,1
7051,0,33,3,2,1
7052,3,10,2,0,0
7053,0,0,0,0,0
7054,0,0,0,0,0
7055,3,8,1,2,1
7056,0,0,0,0,0
7057,4,35,3,8,4
7058,0,1,1,0,0
7059,4,3,0,3,2
7060,1,0,0,0,0
7061,0,12,2,0,0
7062,1,0,0,0,0
7063,2,11,2,0,0
7064,0,3,0,0,0
7065,1,0,0,0,0
7066,2,8,2,2,1
7067,0,22,4,2,1
7068,3,4,0,3,2
7069,2,2,0,2,1
7070,0,3,0,0,0
7071,4,25,3,2,1
7072,1,4,4,2,1
7073,2,1,1,3,2
7074,2,25,4,0,0
7075,3,0,0,0,0
7076,4,21,6,2,1
7077,3,0,0,3,2
7078,0,3,0,0,0
7079,0,3,0,0,0
7080,5,17,4,3,2
7081,5,1,0,4,2
7082,5,32,3,2,1
7083,1,1,1,2,1
7084,4,0,0,3,2
7085,5,15,2,4,2
7086,0,15,3,0,0
7087,1,0,0,0,0
7088,0,0,0,0,0
7089,0,17,2,0,0
7090,5,18,4,5,3
7091,3,66,7,0,0
7092,0,1,1,2,1
7093,2,3,3,2,1
7094,1,4,4,0,0
7095,4,0,0,5,3
7096,4,1,1,4,2
7097,1,0,0,0,0
7098,0,2,0,0,0
7099,0,0,0,0,0
7100,5,0,0,8,5
7101,0,4,0,0,0
7102,3,12,2,4,2
7103,0,10,2,0,0
7104,1,2,2,0,0
7105,1,4,0,2,0
7106,0,2,0,1,0
7107,3,3,0,2,1
7108,1,0,0,0,0
7109,2,0,0,4,2
7110,1,26,3,0,0
7111,0,3,3,0,0
7112,5,0,0,3,2
7113,2,0,0,3,2
7114,4,0,0,2,1
7115,1,0,0,0,0
7116,2,0,0,4,2
7117,5,0,0,6,4
7118,3,0,0,2,1
7119,1,0,0,0,0
7120,1,0,0,0,0
7121,2,17,4,2,1
7122,1,22,3,2,1
7123,0,36,5,2,1
7124,1,0,0,0,0
7125,0,0,0,0,0
7126,5,4,4,3,2
7127,2,4,0,3,2
7128,2,3,0,3,2
7129,1,4,4,0,0
7130,1,0,0,0,0
7131,0,2,0,0,0
7132,5,2,0,3,2
7133,0,1,1,2,1
7134,0,25,4,0,0
7135,1,0,0,0,0
7136,3,11,5,2,1
7137,1,1,0,0,0
7138,1,0,0,2,1
7139,0,20,2,2,1
7140,3,4,4,2,1
7141,2,1,0,0,0
7142,4,0,0,4,3
7143,0,34,3,0,0
7144,2,0,0,2,1
7145,0,2,0,1,0
7146,1,20,4,0,0
7147,2,3,0,3,2
7148,1,5,5,0,0
7149,1,27,3,2,1
7150,4,1,1,4,3
7151,4,1,1,4,3
7152,3,0,0,4,2
7153,0,2,2,0,0
7154,1,0,0,2,1
7155,3,5,1,2,0
7156,1,0,0,2,1
7157,0,34,5,0,0
7158,0,0,0,0,0
7159,2,8,8,2,0
7160,5,5,5,6,5
7161,1,5,5,0,0
7162,0,30,4,0,0
7163,1,25,5,2,1
7164,0,4,0,2,1
7165,1,23,3,0,0
7166,0,0,0,2,1
7167,2,0,0,3,2
7168,0,0,0,2,1
7169,3,0,0,1,0
7170,0,58,6,2,1
7171,5,0,0,2,1
7172,0,0,0,2,1
7173,5,21,2,2,1
7174,0,0,0,0,0
7175,5,25,4,2,1
7176,3,0,0,0,0
7177,0,1,0,0,0
7178,4,0,0,7,4
7179,0,0,0,0,0
7180,1,3,0,0,0
7181,4,3,0,6,3
7182,3,17,4,3,2
7183,0,4,0,0,0
7184,0,0,0,0,0
7185,2,4,4,3,2
7186,1,2,2,1,0
7187,2,2,0,2,1
7188,3,0,0,2,1
7189,0,0,0,2,1
7190,0,0,0,0,0
7191,5,0,0,9,5
7192,0,2,0,0,0
7193,0,25,3,2,1
7194,0,0,0,1,0
7195,0,0,0,0,0
7196,0,1,1,0,0
7197,0,0,0,0,0
7198,4,1,1,6,3
7199,4,0,0,6,3
7200,0,2,2,2,1
7201,0,0,0,0,0
7202,0,2,2,0,0
7203,3,0,0,2,1
7204,0,0,0,1,0
7205,0,24,4,0,0
7206,0,3,3,0,0
7207,2,2,2,2,1
7208,0,8,1,1,0
7209,3,0,0,0,0
7210,3,4,4,0,0
7211,3,2,0,2,1
7212,0,17,3,0,0
7213,0,0,0,0,0
7214,2,15,4,0,0
7215,5,0,0,8,4
7216,0,0,0,2,1
7217,2,2,2,4,2
7218,0,3,0,2,1
7219,1,1,1,2,1
7220,0,8,2,0,0
7221,4,0,0,2,1
7222,0,1,1,2,0
7223,0,0,0,2,1
7224,5,0,0,5,3
7225,2,2,2,0,0
7226,3,5,5,3,2
7227,1,6,6,0,0
7228,5,4,4,4,3
7229,0,13,5,1,0
7230,0,0,0,0,0
7231,2,13,5,0,0
7232,2,49,8,2,1
7233,2,0,0,0,0
7234,1,0,0,2,1
7235,1,10,2,0,0
7236,0,31,5,2,1
7237,3,9,1,2,1
7238,0,0,0,0,0
7239,1,4,4,0,0
7240,0,5,5,0,0
7241,0,10,2,0,0
7242,1,4,4,0,0
7243,2,10,2,2,1
7244,3,0,0,3,2
7245,1,27,3,2,1
7246,0,0,0,0,0
7247,0,19,5,2,1
7248,2,0,0,0,0
7249,4,4,4,5,3
7250,0,0,0,0,0
7251,0,6,1,1,0
7252,3,3,3,4,2
7253,1,3,3,2,1
7254,2,0,0,0,0
7255,1,13,4,0,0
7256,3,2,2,2,1
7257,0,1,0,2,1
7258,0,8,2,0,0
7259,2,0,0,2,1
7260,2,2,2,2,1
7261,1,2,0,0,0
7262,2,8,8,0,0
7263,3,0,0,3,2
7264,0,13,3,0,0
7265,0,0,0,0,0
7266,5,26,3,2,1
7267,0,3,0,0,0
7268,2,1,0,2,1
7269,0,1,0,0,0
7270,0,4,0,0,0
7271,0,0,0,2,1
7272,3,2,0,2,1
7273,1,1,1,0,0
7274,1,3,0,2,1
7275,0,2,0,0,0
7276,3,1,1,3,2
7277,0,0,0,0,0
7278,3,10,1,2,1
7279,4,2,0,5,4
7280,2,0,0,2,1
7281,5,31,4,2,1
7282,0,6,6,2,1
7283,1,0,0,0,0
7284,0,34,4,0,0
7285,0,1,0,0,0
7286,0,0,0,0,0
7287,0,0,0,0,0
7288,0,0,0,2,1
7289,2,0,0,2,1
7290,1,0,0,0,0
7291,4,1,1,7,4
7292,2,1,0,3,2
7293,0,1,1,1,0
7294,1,0,0,0,0
7295,1,40,4,0,0
7296,0,13,3,0,0
7297,0,4,4,0,0
7298,4,19,2,4,3
7299,0,4,0,2,1
7300,0,10,4,2,1
7301,0,0,0,2,1
7302,3,4,4,4,2
7303,0,4,0,0,0
7304,5,3,0,2,1
7305,0,1,0,2,0
7306,0,0,0,0,0
7307,1,0,0,0,0
7308,5,0,0,6,5
7309,2,2,2,2,1
7310,2,1,0,2,1
7311,0,12,2,2,1
7312,2,2,2,2,1
7313,0,22,3,0,0
7314,0,0,0,2,1
7315,0,0,0,2,1
7316,0,0,0,0,0
7317,0,17,2,0,0
7318,1,3,3,0,0
7319,3,4,0,4,2
7320,5,0,0,7,4
7321,5,0,0,8,5
7322,3,30,3,0,0
7323,0,0,0,1,0
7324,0,3,0,0,0
7325,0,4,4,0,0
7326,2,3,3,0,0
7327,0,0,0,2,1
7328,1,0,0,0,0
7329,2,2,2,0,0
7330,5,0,0,4,2
7331,0,2,0,0,0
7332,5,9,2,3,2
7333,2,1,0,3,2
7334,2,3,0,2,1
7335,1,4,0,0,0
7336,0,0,0,0,0
7337,3,0,0,2,1
7338,0,18,2,0,0
7339,0,0,0,2,1
7340,2,13,3,4,2
7341,0,0,0,2,0
7342,1,16,2,0,0
7343,2,3,0,0,0
7344,5,1,1,10,5
7345,3,46,6,2,1
7346,0,0,0,1,0
7347,2,21,4,2,1
7348,0,11,2,0,0
7349,3,0,0,0,0
7350,2,1,1,0,0
7351,5,3,0,4,2
7352,1,3,3,0,0
7353,4,1,1,2,1
7354,0,2,0,0,0
7355,3,2,0,2,1
7356,0,15,4,0,0
7357,0,34,6,0,0
7358,5,4,4,4,2
7359,2,0,0,0,0
7360,0,2,0,2,1
7361,0,0,0,0,0
7362,0,0,0,0,0
7363,3,22,3,2,1
7364,3,1,1,2,1
7365,2,53,6,3,2
7366,0,0,0,0,0
7367,2,2,0,4,2
7368,4,0,0,5,4
7369,1,17,2,0,0
7370,2,0,0,3,2
7371,1,2,2,0,0
7372,0,18,2,0,0
7373,4,1,1,2,1
7374,0,0,0,2,1
7375,1,3,3,2,1
7376,0,0,0,0,0
7377,0,11,2,0,0
7378,4,1,1,2,1
7379,5,0,0,5,4
7380,0,1,0,0,0
7381,3,27,4,2,1
7382,3,13,4,3,2
7383,3,1,1,2,1
7384,3,3,3,0,0
7385,2,0,0,2,1
7386,1,0,0,0,0
7387,1,1,0,2,1
7388,4,4,4,8,4
7389,0,0,0,2,0
7390,0,0,0,0,0
7391,0,6,2,0,0
7392,0,0,0,2,1
7393,3,9,2,2,1
7394,3,3,3,2,1
7395,0,0,0,2,1
7396,0,3,3,2,1
7397,0,21,5,0,0
7398,1,0,0,0,0
7399,0,4,4,0,0
7400,0,1,1,0,0
7401,0,0,0,0,0
7402,4,4,0,2,1
7403,4,2,2,5,3
7404,0,23,4,0,0
7405,3,8,3,2,1
7406,0,0,0,0,0
7407,1,13,2,0,0
7408,0,0,0,0,0
7409,0,0,0,0,0
7410,5,0,0,4,3
7411,2,0,0,2,1
7412,4,37,7,4,2
7413,3,0,0,4,2
7414,4,2,2,3,2
7415,1,10,1,2,1
7416,1,3,3,2,1
7417,0,1,0,2,1
7418,2,1,0,0,0
7419,2,0,0,2,1
7420,0,2,2,0,0
7421,1,1,0,0,0
7422,2,2,2,2,1
7423,1,0,0,0,0
7424,0,27,6,2,1
7425,3,0,0,3,2
7426,3,42,6,4,2
7427,1,0,0,2,1
7428,3,0,0,4,2
7429,0,44,6,0,0
7430,0,0,0,1,0
7431,2,10,2,0,0
7432,0,0,0,0,0
7433,3,2,2,4,2
7434,5,0,0,8,5
7435,0,0,0,2,1
7436,3,0,0,0,0
7437,4,24,4,8,4
7438,2,2,2,4,2
7439,0,0,0,0,0
7440,0,4,4,0,0
7441,2,4,0,2,0
7442,4,3,3,4,2
7443,0,4,0,2,1
7444,2,0,0,0,0
7445,0,3,0,0,0
7446,2,0,0,2,1
7447,2,3,0,0,0
7448,2,1,0,2,1
7449,0,0,0,0,0
7450,5,0,0,6,4
7451,0,0,0,0,0
7452,0,0,0,0,0
7453,0,4,4,0,0
7454,0,0,0,2,1
7455,3,0,0,2,1
7456,0,4,4,2,1
7457,3,24,5,4,2
7458,4,0,0,4,3
7459,0,4,4,2,1
7460,3,0,0,2,1
7461,0,4,0,2,0
7462,0,3,3,0,0
7463,2,7,2,2,1
7464,2,2,0,2,1
7465,2,2,2,3,2
7466,1,3,0,2,1
7467,0,4,4,2,1
7468,0,3,0,0,0
7469,0,6,2,0,0
7470,1,3,0,2,1
7471,0,2,2,0,0
7472,2,12,2,4,2
7473,2,4,0,0,0
7474,0,2,2,0,0
7475,2,0,0,4,2
7476,3,1,0,3,2
7477,2,0,0,4,2
7478,0,17,4,0,0
7479,0,30,4,2,0
7480,0,11,2,2,1
7481,1,1,1,0,0
7482,1,3,3,0,0
7483,0,27,3,2,1
7484,2,0,0,2,1
7485,0,7,3,0,0
7486,1,3,0,0,0
7487,0,51,6,2,1
7488,0,1,0,0,0
7489,5,0,0,8,5
7490,0,0,0,0,0
7491,2,23,5,2,1
7492,1,4,4,0,0
7493,2,1,0,2,1
7494,5,1,0,6,5
7495,5,4,0,6,5
7496,0,1,0,2,1
7497,2,0,0,2,1
7498,0,20,2,0,0
7499,1,2,0,2,1
7500,0,4,0,0,0
7501,0,1,1,2,1
7502,2,0,0,0,0
7503,0,2,0,0,0
7504,4,0,0,2,1
7505,0,0,0,0,0
7506,0,9,2,0,0
7507,5,0,0,5,3
7508,0,25,5,0,0
7509,3,95,8,2,1
7510,1,2,2,2,1
7511,4,0,0,2,1
7512,1,0,0,0,0
7513,0,2,2,0,0
7514,0,0,0,0,0
7515,2,2,0,2,1
7516,0,0,0,0,0
7517,0,0,0,0,0
7518,3,1,0,3,2
7519,0,6,6,0,0
7520,3,3,3,2,1
7521,4,21,3,2,1
7522,0,0,0,0,0
7523,0,3,0,0,0
7524,0,8,3,2,1
7525,5,0,0,2,1
7526,4,0,0,2,1
7527,2,0,0,3,2
7528,0,34,7,0,0
7529,5,2,2,6,3
7530,3,4,4,0,0
7531,4,4,0,6,3
7532,0,3,3,0,0
7533,1,1,1,2,1
7534,2,0,0,2,1
7535,2,6,6,2,1
7536,3,0,0,2,1
7537,3,18,4,2,1
7538,0,0,0,0,0
7539,0,23,3,0,0
7540,1,1,0,0,0
7541,1,1,1,0,0
7542,1,3,0,2,1
7543,0,4,4,2,1
7544,5,3,0,3,2
7545,2,5,5,0,0
7546,3,0,0,4,2
7547,2,0,0,2,1
7548,0,0,0,0,0
7549,0,6,3,0,0
7550,4,3,0,3,2
7551,0,0,0,0,0
7552,3,0,0,4,2
7553,4,4,4,8,4
7554,5,18,8,4,2
7555,3,0,0,0,0
7556,0,0,0,0,0
7557,0,12,2,0,0
7558,0,0,0,0,0
7559,0,0,0,0,0
7560,5,4,4,5,3
7561,2,0,0,2,1
7562,1,2,2,2,1
7563,0,13,3,0,0
7564,3,17,2,0,0
7565,3,55,5,2,1
7566,5,2,2,2,1
7567,2,1,0,2,1
7568,1,0,0,0,0
7569,2,3,0,0,0
7570,0,13,3,2,0
7571,1,1,1,0,0
7572,0,1,0,0,0
7573,4,2,2,5,4
7574,2,3,0,4,2
7575,0,0,0,0,0
7576,2,2,2,2,1
7577,0,6,6,0,0
7578,0,32,6,0,0
7579,0,14,4,0,0
7580,2,0,0,2,1
7581,0,0,0,2,1
7582,4,58,6,3,2
7583,0,0,0,0,0
7584,0,28,4,2,1
7585,0,3,3,2,1
7586,4,0,0,5,4
7587,5,1,1,9,5
7588,0,4,0,0,0
7589,0,1,1,0,0
7590,3,1,1,2,1
7591,2,0,0,2,1
7592,5,4,0,2,1
7593,2,0,0,0,0
7594,0,0,0,2,1
7595,3,31,4,2,1
7596,3,14,4,4,2
7597,5,28,7,2,1
7598,0,15,6,2,1
7599,0,0,0,0,0
7600,5,1,1,10,5
7601,2,1,1,3,2
7602,0,19,2,0,0
7603,2,7,2,4,2
7604,3,4,0,0,0
7605,0,0,0,2,0
7606,3,0,0,2,1
7607,2,0,0,4,2
7608,2,2,2,2,1
7609,0,4,0,0,0
7610,4,0,0,2,1
7611,0,3,0,0,0
7612,1,2,0,0,0
7613,1,2,2,2,1
7614,5,0,0,3,2
7615,1,0,0,2,1
7616,0,4,4,0,0
7617,0,0,0,0,0
7618,1,0,0,0,0
7619,0,4,0,0,0
7620,1,28,3,0,0
7621,1,0,0,0,0
7622,0,1,1,0,0
7623,0,0,0,0,0
7624,4,2,0,4,2
7625,0,0,0,0,0
7626,0,0,0,2,0
7627,0,45,4,1,0
7628,3,22,5,2,1
7629,1,0,0,0,0
7630,0,0,0,0,0
7631,3,7,3,3,2
7632,0,4,0,0,0
7633,5,24,3,6,4
7634,3,2,0,2,1
